id,title,verdict,field_with_diff,dataset_value,source_value,confidence_score,notes
business_02604,Eugen Perau,MATCH,(all),,,1.0,exact
business_02605,Eugen Prokesz,MATCH,(all),,,1.0,exact
business_02606,Eugen Rosenberg,FIELD_DIFF,original_address,"Platz 5, Berlin","Friedrich-Karl-Platz 5, Berlin",0.65,address_differs
business_02607,Eugen Rothschild,MATCH,(all),,,1.0,exact
business_02608,Eugen Schaefer,MATCH,(all),,,1.0,exact
business_02609,Eugen Schereck Versicherungsgeschäft,MATCH,(all),,,1.0,exact
business_02610,Eugen Schüler,MATCH,(all),,,1.0,exact
business_02611,Eugen Szanti,MATCH,(all),,,1.0,exact
business_02612,Eugen Wendriner & Sohn,FIELD_DIFF,cleaned_address,,"Keine Angabe , Berlin",0.65,address_differs
business_02613,Eugen Windesheim,MATCH,(all),,,1.0,exact
business_02614,Eugen Wolff jun.,MATCH,(all),,,1.0,exact
business_02615,Eugenie Liebenbaum,MATCH,(all),,,1.0,exact
business_02616,Euklides Kleineisen-Handelsgesellschaft mbH,FIELD_DIFF,original_address,"Königstr. 75, Berlin","Neue Königstr. 75, Berlin",0.65,address_differs
business_02617,Eule & Kalter,MATCH,(all),,,1.0,exact
business_02618,Euphorion Verlag Berlin GmbH,MATCH,(all),,,1.0,exact
business_02619,Eva Friedländer,MATCH,(all),,,1.0,exact
business_02620,Eva Hildebrandt,MATCH,(all),,,1.0,exact
business_02621,Eva Jacks,MATCH,(all),,,1.0,exact
business_02622,Eva Philippsthal,MATCH,(all),,,1.0,exact
business_02623,Eva Schönberg,MATCH,(all),,,1.0,exact
business_02624,Everdry Trikot-Cahn GmbH,MATCH,(all),,,1.0,exact
business_02625,Ewaco Emil Wassermann & Co,MATCH,(all),,,1.0,exact
business_02626,Ewald Buck,FIELD_DIFF,original_address,"Düppelstr. 39, Berlin","Düppelstr. 39a, Berlin",0.65,address_differs
business_02627,Ewald Exiner,MATCH,(all),,,1.0,exact
business_02628,Ewald Handwein,MATCH,(all),,,1.0,exact
business_02629,Ewald Nawratzki,MATCH,(all),,,1.0,exact
business_02630,Ewer Buchhandlung GmbH,MATCH,(all),,,1.0,exact
business_02631,Excelsior Import und Export Handelsgesellschaft mbH,MATCH,(all),,,1.0,exact
business_02632,Excelsior Lichtspielhaus GmbH,MATCH,(all),,,1.0,exact
business_02633,Exiner & Ehrenfried,MATCH,(all),,,1.0,exact
business_02634,Expedition des Medico Julius Rosenberg,MATCH,(all),,,1.0,exact
business_02635,Export Bau- und Handelsgesellschaft mbH,FIELD_DIFF,original_address,"Tauentzienstr. 12, Berlin","Tauentzienstr. 12a, Berlin",0.65,address_differs
business_02636,Export Gasglühlicht GmbH,MATCH,(all),,,1.0,exact
business_02637,"Expreß, Reinigungsanstalt und Färberei Inhaberin Wilhelmine Rhonheimer",MATCH,(all),,,1.0,exact
business_02638,F. & E. Durra GmbH,MATCH,(all),,,1.0,exact
business_02639,F. & M. Grunwald,MATCH,(all),,,1.0,exact
business_02640,F. & O. Cedar Works GmbH,MATCH,(all),,,1.0,exact
business_02641,F. & O. Export Lumber Co GmbH,MATCH,(all),,,1.0,exact
business_02642,F. Bachmann u. Co Bauausführungen,MATCH,(all),,,1.0,exact
business_02643,F. C. Reincke & Co GmbH,MATCH,(all),,,1.0,exact
business_02644,F. C. Richter GmbH,MATCH,(all),,,1.0,exact
business_02645,F. Goldstein & Co,MATCH,(all),,,1.0,exact
business_02646,F. Groh GmbH,MATCH,(all),,,1.0,exact
business_02647,F. Herzberg & Co Geschäftsbücher und Büro-Artikel,MATCH,(all),,,1.0,exact
business_02648,F. Israel (Helios-Wäscherei),MATCH,(all),,,1.0,exact
business_02649,F. Kayser & Co,MATCH,(all),,,1.0,exact
business_02650,F. Klag & Co,MATCH,(all),,,1.0,exact
business_02651,F. Löbenstein,MATCH,(all),,,1.0,exact
business_02652,F. Messerer,MATCH,(all),,,1.0,exact
business_02653,"F. Meyer, 1937: Martin Mayer",MATCH,(all),,,1.0,exact
business_02654,F. O. Schultz,MATCH,(all),,,1.0,exact
business_02655,F. Paul Schulze,MATCH,(all),,,1.0,exact
business_02656,F. Posener & Co,MATCH,(all),,,1.0,exact
business_02657,F. Rawitscher,MATCH,(all),,,1.0,exact
business_02658,F. Reichelt AG vormals Contor chemischer Präparate,MATCH,(all),,,1.0,exact
business_02659,F. Ruschin & Co,MATCH,(all),,,1.0,exact
business_02660,F. S. Scheier KG,MATCH,(all),,,1.0,exact
business_02661,F. Salomon,MATCH,(all),,,1.0,exact
business_02662,F. Seckel & Co,MATCH,(all),,,1.0,exact
business_02663,F. Story & Co,MATCH,(all),,,1.0,exact
business_02664,F. Tausk,MATCH,(all),,,1.0,exact
business_02665,F. V. Grünfeld,MATCH,(all),,,1.0,exact
business_02666,F. W. Bechtold & Nöthling,MATCH,(all),,,1.0,exact
business_02667,F. W. J. Gesellschaft zur Förderung wirtschaftlicher Interessen von in Deutschland wohnhaften oder wohnhaft gewesenen Juden mbH,MATCH,(all),,,1.0,exact
business_02668,Fa-El-Be Fabrik elektr. Beleuchtungskörper Alfred Aronsohn,MATCH,(all),,,1.0,exact
business_02669,"Fa. Goma, Grundstücks GmbH",MATCH,(all),,,1.0,exact
business_02670,Fa. Hausverwaltungen und Hypotheken GmbH,MATCH,(all),,,1.0,exact
business_02671,Fa. Luckenwalderstraße 7 Grundstücksges. mbH,MATCH,(all),,,1.0,exact
business_02672,Fa. Ruheplatz 12 Hausverwaltungs-GmbH,MATCH,(all),,,1.0,exact
business_02673,Fa. Transvaalstr. 16 GmbH,MATCH,(all),,,1.0,exact
business_02674,Fa. Zionskirchstr. 11 Grundstücksges. mbH,MATCH,(all),,,1.0,exact
business_02675,Fabian & Co Graphische Kunstanstalt GmbH,MATCH,(all),,,1.0,exact
business_02676,Fabian & Hrich,MATCH,(all),,,1.0,exact
business_02677,Fabian Lachmann,MATCH,(all),,,1.0,exact
business_02678,Fabrik aeth. Oele & Essenzen Ludwig Citron,MATCH,(all),,,1.0,exact
business_02679,Fabrik chemisch-pharmazeutischer und cosmetischer Präparate Walter Weiß Apotheker,MATCH,(all),,,1.0,exact
business_02680,Fabrik elektrischer Maschinen und Apparate Dr. Max Levy,MATCH,(all),,,1.0,exact
business_02681,Falik Simon,MATCH,(all),,,1.0,exact
business_02682,Falk Reißner,MATCH,(all),,,1.0,exact
business_02683,Falkenstein,MATCH,(all),,,1.0,exact
business_02684,Falkenstein & Jacoby,MATCH,(all),,,1.0,exact
business_02685,"Falkenstein, Elsbeth",MATCH,(all),,,1.0,exact
business_02686,Familienheim,MATCH,(all),,,1.0,exact
business_02687,Fanny Schwarz Damenhüte GmbH,MATCH,(all),,,1.0,exact
business_02688,Fanny Wachsner Nachf.,MATCH,(all),,,1.0,exact
business_02689,Fanny Wasserreich,MATCH,(all),,,1.0,exact
business_02690,Fantasie Jersey Confection Jacques J. Rosenthal,MATCH,(all),,,1.0,exact
business_02691,Fabrikate Erster Gardinen-Webereien Sally Israelski,MATCH,(all),,,1.0,exact
business_02692,Fabrikationsgesellschaft für Beleuchtungsgegenstände Guggenheim & Co mbH,MATCH,(all),,,1.0,exact
business_02693,Fahrradhaus Alka Alfred Kaphan,MATCH,(all),,,1.0,exact
business_02694,Fahrradhaus Nordring Ing. Markus Rosenkranz,MATCH,(all),,,1.0,exact
business_02695,Fahrschule Ing. Leopold,MATCH,(all),,,1.0,exact
business_02696,Fahrschule Theel,MATCH,(all),,,1.0,exact
business_02697,Fahrzeugbeleuchtung GmbH,MATCH,(all),,,1.0,exact
business_02698,Fahrzeugdienst Fritz Wertheim,MATCH,(all),,,1.0,exact
business_02699,Faiwel Korn,MATCH,(all),,,1.0,exact
business_02700,Fakuda Fabrikation kunstseidener Damenwäsche Alfred Jacobsohn,MATCH,(all),,,1.0,exact
business_02701,Farmey GmbH Großhandelshaus pharmazeutischer und kosmetischer Spezialitäten und Parfümerie,MATCH,(all),,,1.0,exact
business_02702,Faust & Co,FIELD_DIFF,original_address,"Alexanderstr. 8, Berlin","Alexanderstr. 8a, Berlin",0.65,address_differs
business_02703,Favorit-Verlag Georg Lehmann,MATCH,(all),,,1.0,exact
business_02704,Fechner & Preidel,MATCH,(all),,,1.0,exact
business_02705,Federverlag Dr. Max Hirschfeld,MATCH,(all),,,1.0,exact
business_02706,Fedor Feit,MATCH,(all),,,1.0,exact
business_02707,Fedor Karfunkelstein Nchflgr.,MATCH,(all),,,1.0,exact
business_02708,Fedor Schweitzer & Co,MATCH,(all),,,1.0,exact
business_02709,Fehrecke,MATCH,(all),,,1.0,exact
business_02710,Feibusch & Co,FIELD_DIFF,original_address,"Kommandantenstr. 5, Berlin","Kommandantenstr. 5a/6, Berlin",0.65,address_differs
business_02711,Feibusch & Co Damenhüte,FIELD_DIFF,original_address,"Kommandantenstr. 5, Berlin","Kommandantenstr. 5a/6, Berlin",0.65,address_differs
business_02712,Feig & Wolff,MATCH,(all),,,1.0,exact
business_02713,Feige Goldschneider,MATCH,(all),,,1.0,exact
business_02714,Feige-KG,MATCH,(all),,,1.0,exact
business_02715,Feinberg & Meyer,MATCH,(all),,,1.0,exact
business_02716,Feinbäckerei Grüsser,MATCH,(all),,,1.0,exact
business_02717,Feinbäckerei M. Klingbeil,MATCH,(all),,,1.0,exact
business_02718,Feinbäckerei Wache,MATCH,(all),,,1.0,exact
business_02719,Feinkost O. Frühauf,MATCH,(all),,,1.0,exact
business_02720,Feinkost Pförtner,MATCH,(all),,,1.0,exact
business_02721,Feinkost Richter,MATCH,(all),,,1.0,exact
business_02722,Feinkost Uhland,MATCH,(all),,,1.0,exact
business_02723,Feinkost-Meyer,MATCH,(all),,,1.0,exact
business_02724,Feiwel Metzger,MATCH,(all),,,1.0,exact
business_02725,Feld & Goldschmidt,MATCH,(all),,,1.0,exact
business_02726,Feldheim & Goldstein,MATCH,(all),,,1.0,exact
business_02727,Felix & Felix,MATCH,(all),,,1.0,exact
business_02728,Felix Abel,FIELD_DIFF,original_address,"( Trade ) Eingetragen im Handelsregister/ Gründung 1901 Erloschen 1933 Kaiserallee 45a, Berlin","Kaiserallee 45a, Berlin",0.65,address_differs
business_02729,Felix Bütow,FIELD_DIFF,original_address,"Ritterstr. 30, Berlin","Ritterstr. 30b, Berlin",0.65,address_differs
business_02730,Felix Calmon,MATCH,(all),,,1.0,exact
business_02731,Felix Destler,MATCH,(all),,,1.0,exact
business_02732,Felix Engel,MATCH,(all),,,1.0,exact
business_02733,Felix Flater,MATCH,(all),,,1.0,exact
business_02734,Felix Fleischer,FIELD_DIFF,original_address,"Jakobstr. 75, Berlin","Alte Jakobstr. 75, Berlin",0.65,address_differs
business_02735,Felix Freund,MATCH,(all),,,1.0,exact
business_02736,Felix Goldberg,MATCH,(all),,,1.0,exact
business_02737,Felix Goldschmidt,MATCH,(all),,,1.0,exact
business_02738,Felix Gottlieb,FIELD_DIFF,original_address,"Königstr. 6, Berlin","Neue Königstr. 6, Berlin",0.65,address_differs
business_02739,Felix Hammerstein,MATCH,(all),,,1.0,exact
business_02740,Felix Hoppe Apparate- und Maschinenbau,MATCH,(all),,,1.0,exact
business_02741,Felix Horwitz,MATCH,(all),,,1.0,exact
business_02742,Felix Isaack,MATCH,(all),,,1.0,exact
business_02743,"Felix Isaak, Weinkeller",MATCH,(all),,,1.0,exact
business_02744,Felix J. Horwitz,MATCH,(all),,,1.0,exact
business_02745,Felix Joachimssohn,MATCH,(all),,,1.0,exact
business_02746,Felix Josky,MATCH,(all),,,1.0,exact
business_02747,Felix Karpé,MATCH,(all),,,1.0,exact
business_02748,Felix Lachmanski,MATCH,(all),,,1.0,exact
business_02749,Felix Lande,MATCH,(all),,,1.0,exact
business_02750,Felix Levin,MATCH,(all),,,1.0,exact
business_02751,Felix Lewin Damenmäntel,MATCH,(all),,,1.0,exact
business_02752,Felix Meyerhof,FIELD_DIFF,original_address,"Burgstr. 25, Berlin","Burgstr. 25 (Börse), Berlin",0.65,address_differs
business_02753,Felix Oppel,MATCH,(all),,,1.0,exact
business_02754,Felix Philippson,MATCH,(all),,,1.0,exact
business_02755,Felix Philipsthal,MATCH,(all),,,1.0,exact
business_02756,Felix Rosenthal,MATCH,(all),,,1.0,exact
business_02757,Felix Salomonis,MATCH,(all),,,1.0,exact
business_02758,Felix Schachnow,MATCH,(all),,,1.0,exact
business_02759,Felix Schleier,MATCH,(all),,,1.0,exact
business_02760,Felix Schoenfeldt,MATCH,(all),,,1.0,exact
business_02761,Felix Schreiber,MATCH,(all),,,1.0,exact
business_02762,Felix Silber,MATCH,(all),,,1.0,exact
business_02763,Felix Simon,MATCH,(all),,,1.0,exact
business_02764,Felix Sygmontowicz,MATCH,(all),,,1.0,exact
business_02765,Felix Wasservogel,MATCH,(all),,,1.0,exact
business_02766,Felix Winter & Schmausch,MATCH,(all),,,1.0,exact
business_02767,Felix Würzburg,MATCH,(all),,,1.0,exact
business_02768,"Felix Zimmt, in Firma M. Leschnik",MATCH,(all),,,1.0,exact
business_02769,Feller & Gralle,MATCH,(all),,,1.0,exact
business_02770,Felsenberg,MATCH,(all),,,1.0,exact
business_02771,Felske & Kantorowicz,MATCH,(all),,,1.0,exact
business_02772,Femina Damenmoden GmbH,MATCH,(all),,,1.0,exact
business_02773,Fendler & Gersten,MATCH,(all),,,1.0,exact
business_02774,Fenoba Feld- und Normalbahnbedarf GmbH,MATCH,(all),,,1.0,exact
business_02775,Fenster & Stenger,MATCH,(all),,,1.0,exact
business_02776,Feodor Lehmann,FIELD_DIFF,original_address,"Burgstr. 25, Berlin","Burgstr. 25 (Börse), Berlin",0.65,address_differs
business_02777,Ferd. Bick,MATCH,(all),,,1.0,exact
business_02778,Ferd. Schach & Co,MATCH,(all),,,1.0,exact
business_02779,Ferd. W. Müller GmbH,MATCH,(all),,,1.0,exact
business_02780,Ferdinand A. Bendix GmbH,MATCH,(all),,,1.0,exact
business_02781,Ferdinand Grünebaum,FIELD_DIFF,original_address,"Friedrichstr. 64/65, Berlin","Neue Friedrichstr. 64/65, Berlin",0.65,address_differs
business_02782,Ferdinand Katz,MATCH,(all),,,1.0,exact
business_02783,Ferdinand Meyer,MATCH,(all),,,1.0,exact
business_02784,Ferdinand Nußbaum,MATCH,(all),,,1.0,exact
business_02785,Ferdinand Schultze,MATCH,(all),,,1.0,exact
business_02786,Ferdinand Weil,MATCH,(all),,,1.0,exact
business_02787,Ferdy Seligmann,MATCH,(all),,,1.0,exact
business_02788,Ferenit Grundstückserwerbs und Verwaltungsgesellschaft mbH,MATCH,(all),,,1.0,exact
business_02789,Ferienheim Zernsee GmbH,MATCH,(all),,,1.0,exact
business_02790,Fernbach & Heidenfeld,MATCH,(all),,,1.0,exact
business_02791,"Fernbach, Gustav",MATCH,(all),,,1.0,exact
business_02792,Feuchtwanger & Co GmbH,FIELD_DIFF,original_address,"Industr, Berlin",", Teltow",0.65,address_differs
business_02793,Feuchtwanger & Obermann,MATCH,(all),,,1.0,exact
business_02794,Feuer & Levy,MATCH,(all),,,1.0,exact
business_02795,Ficher Meilich,MATCH,(all),,,1.0,exact
business_02796,Fichtenberg Apotheke Wilhelm Ph. Wachsmann,FIELD_DIFF,original_address,"Grunewaldstr. 6, Berlin","Grunewaldstr. 6a, Berlin",0.65,address_differs
business_02797,"Filigo, Fabrik pharm. u. chem. techn. Praeparate Julius Philippsthal",MATCH,(all),,,1.0,exact
business_02798,Finger's Malerei,MATCH,(all),,,1.0,exact
business_02799,Finkelstein & Byk,MATCH,(all),,,1.0,exact
business_02800,Finkelstein & Co,MATCH,(all),,,1.0,exact
business_02801,Firma Salberg,MATCH,(all),,,1.0,exact
business_02802,Fischbein & Mendel,MATCH,(all),,,1.0,exact
business_02803,Fischer & Chrambach & Co,MATCH,(all),,,1.0,exact
business_02804,Fischer & Fränkel,FIELD_DIFF,original_address,"Charlottenstr. 32, Berlin","Charlottenstr. 32a, Berlin",0.65,address_differs
business_02805,Fischer & Unger,MATCH,(all),,,1.0,exact
business_02806,Fischer & Wolff,MATCH,(all),,,1.0,exact
business_02807,Fischer Hochschild GmbH,MATCH,(all),,,1.0,exact
business_02808,"Fischer, Erich",MATCH,(all),,,1.0,exact
business_02809,Fischer-Druck GmbH,MATCH,(all),,,1.0,exact
business_02810,Flatow & Gerson-Prager,MATCH,(all),,,1.0,exact
business_02811,Flatow & Priemer,FIELD_DIFF,original_address,"Tiergartenstr. 4, Berlin","Tiergartenstr. 4a, Berlin",0.65,address_differs
business_02812,"Flatow, Hermann",MATCH,(all),,,1.0,exact
business_02813,Flatow-Ladenbau,MATCH,(all),,,1.0,exact
business_02814,Fleckfort Alice Servos,MATCH,(all),,,1.0,exact
business_02815,Fleckfort-Institut,MATCH,(all),,,1.0,exact
business_02816,Flemming & Schade,MATCH,(all),,,1.0,exact
business_02817,Flettnerlüfter GmbH,MATCH,(all),,,1.0,exact
business_02818,Fließ & Schulz,MATCH,(all),,,1.0,exact
business_02819,Fließer & Rosenthal,MATCH,(all),,,1.0,exact
business_02820,Flink & Sohn,MATCH,(all),,,1.0,exact
business_02821,Flora Adler,MATCH,(all),,,1.0,exact
business_02822,Flora Apotheke Paul Fürst,MATCH,(all),,,1.0,exact
business_02823,Flora-Apotheke Dr. phil Moritz Goeldner,MATCH,(all),,,1.0,exact
business_02824,"Florian Schefler, Zweigniederlassung Berlin",MATCH,(all),,,1.0,exact
business_02825,Florida Grundstücksverwertungsgesellschaft mbH,MATCH,(all),,,1.0,exact
business_02826,Foerder & Stein,MATCH,(all),,,1.0,exact
business_02827,Fondant-Masse-Spezialfabrik Fritz Blumenreich,MATCH,(all),,,1.0,exact
business_02828,Fondsmakler Hermann Rosenberg,FIELD_DIFF,original_address,"Burgstr. 25, Berlin","Burgstr. 25 (Börse), Berlin",0.65,address_differs
business_02829,Fontheim & Co GmbH,MATCH,(all),,,1.0,exact
business_02830,Forgatsch,MATCH,(all),,,1.0,exact
business_02831,Formstecher & Co,FIELD_DIFF,original_address,"( Handicraft ) Eingetragen im Handelsregister/ Gründung 1927 Am Fehrbelliner Platz , Berlin","Am Fehrbelliner Platz , Berlin",0.65,address_differs
business_02832,"Forst-Apotheke, W. Blevers ( W. Rievers)",MATCH,(all),,,1.0,exact
business_02833,Forstinger Holzverwertungs-GmbH,MATCH,(all),,,1.0,exact
business_02834,Fortuna Apotheke Bernhard Goldmann Fabrik pharmazeutischer Präparate,FIELD_DIFF,original_address,"Dragonerstr. 6, Berlin","Dragonerstr. 6a, Berlin",0.65,address_differs
business_02835,Fortuna-Apotheke Max Lippold,MATCH,(all),,,1.0,exact
business_02836,"Fortuna-Drogerie, Georg Laufer",MATCH,(all),,,1.0,exact
business_02837,Forum Lichtspieltheater-Betriebs-GmbH,MATCH,(all),,,1.0,exact
business_02838,Foto-Binder GmbH,MATCH,(all),,,1.0,exact
business_02839,Fotofex-Kameras Fritz Kaftanski,MATCH,(all),,,1.0,exact
business_02840,Fox Handtaschen und Schirme GmbH,MATCH,(all),,,1.0,exact
business_02841,Fr. Posener,MATCH,(all),,,1.0,exact
business_02842,Fraenkel & Mosé,MATCH,(all),,,1.0,exact
business_02843,Fraenkel & Simon,MATCH,(all),,,1.0,exact
business_02844,Fraenkel & Stroh,MATCH,(all),,,1.0,exact
business_02845,"Fraenkel, Gertrud",MATCH,(all),,,1.0,exact
business_02846,"Fraenkel, Hugo",MATCH,(all),,,1.0,exact
business_02847,Fraenkl & Co,MATCH,(all),,,1.0,exact
business_02848,Frahan Grundstücksgesellschaft mbH,MATCH,(all),,,1.0,exact
business_02849,Francis Caro,MATCH,(all),,,1.0,exact
business_02850,Frank & Co Fell- & Rauchwaren-GmbH,MATCH,(all),,,1.0,exact
business_02851,Frank & Co Metallhandlung,MATCH,(all),,,1.0,exact
business_02852,Frank & Neuthal,MATCH,(all),,,1.0,exact
business_02853,"Frank, Sperling & Co",MATCH,(all),,,1.0,exact
business_02854,Franken & Ehrenstein,MATCH,(all),,,1.0,exact
business_02855,Franken & Woreczek,MATCH,(all),,,1.0,exact
business_02856,Frankenschwerth & Blank,MATCH,(all),,,1.0,exact
business_02857,Frankenstein u. Sohn,FIELD_DIFF,original_address,"Schloßplatz 1, Berlin","Schloßplatz 1a, Berlin",0.65,address_differs
business_02858,Frankfurter Apotheke Adolf Herrfarth,MATCH,(all),,,1.0,exact
business_02859,"Frankl, Richard",MATCH,(all),,,1.0,exact
business_02860,Franz Ascher,MATCH,(all),,,1.0,exact
business_02861,Franz Bernhard,MATCH,(all),,,1.0,exact
business_02862,Franz Calvary,MATCH,(all),,,1.0,exact
business_02863,Franz Carl Urbach,MATCH,(all),,,1.0,exact
business_02864,Franz Fei & Noack,FIELD_DIFF,original_address,"Friedrichstr. 2, Berlin","Neue Friedrichstr. 2, Berlin",0.65,address_differs
business_02865,"Franz Hirsch, Berlin",MATCH,(all),,,1.0,exact
business_02866,Franz Hoffstaedt,MATCH,(all),,,1.0,exact
business_02867,Franz Landsberger,FIELD_DIFF,original_address,"Friedrichstr. 56/58, Berlin","Neue Friedrichstr. 56/58, Berlin",0.65,address_differs
business_02868,Franz Lehmann,MATCH,(all),,,1.0,exact
business_02869,Franz Lehmann Perser-Teppich-Großhandelsgesellschaft mbH,MATCH,(all),,,1.0,exact
business_02870,Franz Loewenstein,MATCH,(all),,,1.0,exact
business_02871,Franz M. Prager,MATCH,(all),,,1.0,exact
business_02872,Franz Markowits,MATCH,(all),,,1.0,exact
business_02873,Franz Mettner GmbH,MATCH,(all),,,1.0,exact
business_02874,Franz Münsterberger,MATCH,(all),,,1.0,exact
business_02875,Franz Ochotzki,MATCH,(all),,,1.0,exact
business_02876,Franz Pawlik,MATCH,(all),,,1.0,exact
business_02877,Franz Rom,MATCH,(all),,,1.0,exact
business_02878,Franz Rosenthal,MATCH,(all),,,1.0,exact
business_02879,Franz Rubinstein,MATCH,(all),,,1.0,exact
business_02880,Franz Rutzen u. Co. Brunnenbau u. Tiefbaugeschäft,MATCH,(all),,,1.0,exact
business_02881,Franz Schweisser,MATCH,(all),,,1.0,exact
business_02882,Franz Seeliger Buchhandlung und Antiquariat,MATCH,(all),,,1.0,exact
business_02883,Franz Süßmann,MATCH,(all),,,1.0,exact
business_02884,Franz Teppich,MATCH,(all),,,1.0,exact
business_02885,Franziska Leyser,MATCH,(all),,,1.0,exact
business_02886,Franziska Rager,MATCH,(all),,,1.0,exact
business_02887,Frau Elise Bock GmbH,MATCH,(all),,,1.0,exact
business_02888,Frederick Rozendaal,FIELD_DIFF,original_address,"8, Berlin","Lennéstr. 8, Berlin",0.65,address_differs
business_02889,Freiheit Annoucen-Expedition GmbH,MATCH,(all),,,1.0,exact
business_02890,Freiherr & Co,MATCH,(all),,,1.0,exact
business_02891,Freitag & Co,MATCH,(all),,,1.0,exact
business_02892,Fremdenheim Bocke am Zoo,MATCH,(all),,,1.0,exact
business_02893,Freund & Co Bankkomm.,MATCH,(all),,,1.0,exact
business_02894,Freund & Loewe,MATCH,(all),,,1.0,exact
business_02895,"Freund, Lucie",MATCH,(all),,,1.0,exact
business_02896,Frey & Reppen,MATCH,(all),,,1.0,exact
business_02897,Frico Grundstücks-GmbH,MATCH,(all),,,1.0,exact
business_02898,Fridolin Grundstücks-GmbH,MATCH,(all),,,1.0,exact
business_02899,Frieda Blitz Strickwaren und kunstseidene Damenwäschefabrikation,MATCH,(all),,,1.0,exact
business_02900,Frieda Lemmé Inh. Lotte Löwenstein,MATCH,(all),,,1.0,exact
business_02901,Frieda Locher-Adam,MATCH,(all),,,1.0,exact
business_02902,Frieda Löbenstein,MATCH,(all),,,1.0,exact
business_02903,Frieda Oppenheim ( Oppenheimer),MATCH,(all),,,1.0,exact
business_02904,Frieda Oppenheimer,MATCH,(all),,,1.0,exact
business_02905,Frieda Rattner Tabakwaren-Großhandel,MATCH,(all),,,1.0,exact
business_02906,Frieda Schewelow Tabakwaren,MATCH,(all),,,1.0,exact
business_02907,Frieda Taendler,MATCH,(all),,,1.0,exact
business_02908,Frieda Warschauer,MATCH,(all),,,1.0,exact
business_02909,Frieda Weinkeller,MATCH,(all),,,1.0,exact
business_02910,Friedfuld von Frielaender-Fuld Vermögensverwaltung GmbH,MATCH,(all),,,1.0,exact
business_02911,Friediger-Kaffee GmbH,MATCH,(all),,,1.0,exact
business_02912,Friedlaender & Grunwald,MATCH,(all),,,1.0,exact
business_02913,Friedlaender & Oliven,MATCH,(all),,,1.0,exact
business_02914,Friedlaender & van der Wyk,MATCH,(all),,,1.0,exact
business_02915,Friedländer & Blumenreich,MATCH,(all),,,1.0,exact
business_02916,Friedländer & Hamm,MATCH,(all),,,1.0,exact
business_02917,Friedländer & Zaduck,MATCH,(all),,,1.0,exact
business_02918,Friedmann & Co,MATCH,(all),,,1.0,exact
business_02919,Friedmann & Co. Gummimäntelfabrikation,MATCH,(all),,,1.0,exact
business_02920,Friedmann & Süßkind,MATCH,(all),,,1.0,exact
business_02921,Friedmann & Weber GmbH,MATCH,(all),,,1.0,exact
business_02922,Friedrich Bardeleben Tinten- und Siegellackfabrikation,MATCH,(all),,,1.0,exact
business_02923,Friedrich C. Reiser & Co AG,MATCH,(all),,,1.0,exact
business_02924,Friedrich Cohn,MATCH,(all),,,1.0,exact
business_02925,Friedrich Diener,MATCH,(all),,,1.0,exact
business_02926,Friedrich Jacob,MATCH,(all),,,1.0,exact
business_02927,Friedrich Knoller,FIELD_DIFF,original_address,"Friedrichstr. 133, Berlin","Friedrichstr. 133a, Berlin",0.65,address_differs
business_02928,Friedrich L. Kappel,MATCH,(all),,,1.0,exact
business_02929,Friedrich Marx Bankkommissionsgeschäft,MATCH,(all),,,1.0,exact
business_02930,Friedrich Paul Schuhwaren,MATCH,(all),,,1.0,exact
business_02931,"Friedrich Rotholz, Ing.",MATCH,(all),,,1.0,exact
business_02932,Friedrich Schlicht,MATCH,(all),,,1.0,exact
business_02933,Friedrich Spitz GmbH,MATCH,(all),,,1.0,exact
business_02934,Friedrich Steinrück,MATCH,(all),,,1.0,exact
business_02935,Friedrich Süßmann,MATCH,(all),,,1.0,exact
business_02936,Friedrich Ullendorff,MATCH,(all),,,1.0,exact
business_02937,Friedrich Wilhelm Maas & Co GmbH,MATCH,(all),,,1.0,exact
business_02938,Friedrich Zoellner GmbH,MATCH,(all),,,1.0,exact
business_02939,"Friedrich Zwiebel, Ingenieur für Electro- Tonfilm- & Störschutzapparatebau",MATCH,(all),,,1.0,exact
business_02940,Friedrich-Wilhelmstädtische Apotheke Willy Koplowitz,MATCH,(all),,,1.0,exact
business_02941,Frigga-Drogerie,MATCH,(all),,,1.0,exact
business_02942,Frimeta Dörfler Partiewarenhandel,FIELD_DIFF,original_address,"Koblanckstr. 1, Berlin","Koblanckstr. 1a, Berlin",0.65,address_differs
business_02943,Frischauer & Comp,MATCH,(all),,,1.0,exact
business_02944,Frischmann Möbelhandlung GmbH,MATCH,(all),,,1.0,exact
business_02945,Friseur Fischel,MATCH,(all),,,1.0,exact
business_02946,Friseur Tuna,MATCH,(all),,,1.0,exact
business_02947,Fritz Abraham Lederagenturen & Großhandel,MATCH,(all),,,1.0,exact
business_02948,Fritz Albersheim,MATCH,(all),,,1.0,exact
business_02949,Fritz Arnfeld,MATCH,(all),,,1.0,exact
business_02950,Fritz Bloch & Co,MATCH,(all),,,1.0,exact
business_02951,Fritz Brandmann,MATCH,(all),,,1.0,exact
business_02952,Fritz Böhm,MATCH,(all),,,1.0,exact
business_02953,Fritz Cassirer,MATCH,(all),,,1.0,exact
business_02954,Fritz Choyke,MATCH,(all),,,1.0,exact
business_02955,Fritz Cohn Damenwäsche-Fabrikation,MATCH,(all),,,1.0,exact
business_02956,Fritz David,MATCH,(all),,,1.0,exact
business_02957,Fritz Degginger,MATCH,(all),,,1.0,exact
