id,title,page,old_category,new_mainBranch,new_sectorKey,match_quality
1096,Benno Meyer Ledermöbel-Fabrik,110,business,industry,FURNITURE,exact
1097,Benno Nordon,110,business,trade,TEXTILES_AND_CLOTHING,exact
1098,Benno Putziger,110,business,,ELECTRICAL_GOODS,exact
1099,Benno Salomon,110,business,trade,TEXTILES_AND_CLOTHING,exact
1103,Benno Silber & Co,111,business,trade,FOOD_AND_BEVERAGES,exact
1108,Benno Stahl & Sohn,111,business,trade,REAL_ESTATE,exact
1109,Benno Stahl und Sohn GmbH,111,business,trade,BANKS_AND_INSURANCE,exact
1111,Benno Walter & Co,112,business,industry,TEXTILES_AND_CLOTHING,exact
1112,Benno Wohlgemuth,112,business,,FOOD_AND_BEVERAGES,exact
1114,Benno Wormser,112,business,trade,BANKS_AND_INSURANCE,exact
1116,Berdach & Co,112,business,trade,BANKS_AND_INSURANCE,exact
1117,Berend & Co,112,business,trade,OTHER,exact
1118,"Berendt, Klara Sara",112,business,,PUBLISHING_AND_PRINTING,exact
1119,Berg & Co,112,business,handicraft,FURNITURE,exact
1120,Berg & Möller Jugendliche Konfektion,112,business,trade,TEXTILES_AND_CLOTHING,exact
1121,Berg am Zoo Helene u. Arthur Berg,113,business,services,RESTAURANTS,exact
1122,Berg's Restaurant Helene und Arthur Berg,113,business,services,RESTAURANTS,exact
1123,Berg-Apotheke Walter Schindler,113,business,trade,PHARMACIES,exact
1124,Bergas & Held,113,business,trade,PAPER_AND_PAPER_GOODS,exact
1125,Berger & Co,113,business,trade,TEXTILES_AND_CLOTHING,exact
1129,"Berger, Walter",113,business,,CONSTRUCTION,exact
1132,"Bergmann, Hermann Jakob",114,business,,TEXTILES_AND_CLOTHING,exact
1134,Berkowitz & Kühnen Textilrohstoffe GmbH,114,business,trade,TEXTILES_AND_CLOTHING,exact
1138,Berlin-Märkische Textilgesellschaft mbH,114,business,industry,TEXTILES_AND_CLOTHING,exact
1139,Berlin-Schöneberger Hausgrundstücks-Gesellschaft mbH,114,business,services,REAL_ESTATE,exact
1140,Berlin-Suhler Waffen- und Fahrzeugwerke Simson & Co,114,business,industry,MACHINES_AND_VEHICLES,exact_ambiguous_2
1141,Berliner Electro-Mechanische Werkstatt Moritz Mottek,116,business,industry,ELECTRICAL_GOODS,exact
1142,Berliner Electro-Plated Waren-Fabrik GmbH,116,business,industry,HOUSEHOLD_GOODS,exact
1143,Berliner Electro-Plated-Waren-Fabrik Siegmar Lewy,116,business,trade,HOUSEHOLD_GOODS,exact
1144,Berliner Export Company Dr. Herrmann & Co KG,116,business,trade,OTHER,exact
1145,Berliner Familienvermögen-Verwaltungs-GmbH,116,business,services,BANKS_AND_INSURANCE,exact
1146,Berliner Finanzierungs- und Handelsgesellschaft mbH,116,business,trade,BANKS_AND_INSURANCE,exact
1147,Berliner Fleisch-Centrale Neumann & Jacobsohn,116,business,trade,FOOD_AND_BEVERAGES,exact
1151,Berlin-Suhler Waffen- und Fahrzeugwerke Simson & Co,115,business,industry,MACHINES_AND_VEHICLES,exact_ambiguous_2
1152,Berliner & Jubelski,115,business,trade,TEXTILES_AND_CLOTHING,exact
1153,Berliner Bank-Institut Joseph Goldschmidt & Co,115,business,trade,BANKS_AND_INSURANCE,exact
1155,Berliner Bettenhaus Franz Schlesinger,115,business,trade,FURNITURE,exact
1158,Berliner Ceresin-Fabrik Graab & Kranich GmbH,115,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
1160,Berliner Corset-Fabrik W. & G. Neumann,115,business,industry,TEXTILES_AND_CLOTHING,exact
1161,Berliner Gummimäntel-Fabrik GmbH,117,business,industry,TEXTILES_AND_CLOTHING,exact
1162,Berliner Handels-Gesellschaft,117,business,trade,BANKS_AND_INSURANCE,exact
1163,Berliner Hermannmühle Berthold Rotholz,117,business,trade,FOOD_AND_BEVERAGES,exact
1165,Berliner Holz- und Metallwarenfabrikation GmbH,117,business,industry,METALS_AND_METAL_GOODS,exact
1166,Berliner Holzbearbeitungs- und Lagereigesellschaft mbH,117,business,trade,CONSTRUCTION_MATERIALS_AND_FUEL,exact
1169,Berliner Juwelen Verkaufsstelle Sally Loewenstein,117,business,trade,JEWELRY_AND_PRECIOUS_METALS,exact
1171,Berliner Plan- u. Decken-Fabrik Siegfried Lewin,120,business,trade,HOUSEHOLD_GOODS,exact
1172,Berliner Plan- und Decken Vertrieb Lewin & Co,120,business,trade,TEXTILES_AND_CLOTHING,exact
1174,Berliner Präzisions-Werkzeug- und Maschinenfabrik Fleck & Co,120,business,industry,MACHINES_AND_VEHICLES,exact
1177,Berliner Schirm-Fabrik Eugen Lichtenstein,120,business,industry,TEXTILES_AND_CLOTHING,exact
1178,Berliner Schirm-Manufactur Lichtenstein & Co,120,business,industry,TEXTILES_AND_CLOTHING,exact
1179,Berliner Schlüsselverwahrungs-GmbH,120,business,services,OTHER,exact
1180,Berliner Schneiderei Artikel Simon Lilienfeld,120,business,trade,TEXTILES_AND_CLOTHING,exact
1181,Berliner Makronenfabrik Abraham Marcus,119,business,industry,FOOD_AND_BEVERAGES,exact
1182,Berliner Markisen- und Zelte-Fabrik Kajet & Haack,119,business,industry,FURNITURE,exact
1183,Berliner Mazzoth Fabrik Brüder Herzog,119,business,industry,FOOD_AND_BEVERAGES,exact
1185,Berliner Metallwaren- und Blankschraubenfabrik GmbH,119,business,trade,METALS_AND_METAL_GOODS,exact
1187,Berliner Nutzholz Handlung Erich Graetz,119,business,trade,CONSTRUCTION_MATERIALS_AND_FUEL,exact
1188,Berliner Papier-Versand Richard Löbl & Co,119,business,trade,PAPER_AND_PAPER_GOODS,exact
1189,Berliner Papierwaren Vertrieb Alfred Baer & Co,119,business,trade,PAPER_AND_PAPER_GOODS,exact
1190,Berliner Photo-Großhandlung Block & Co,119,business,industry,PHOTOGRAPHY_AND_FILM,exact
1192,Berliner Kaufhaus Adolf Stein,118,business,trade,DEPARTMENT_STORES,exact
1194,Berliner Knopfmanufaktur Tietz & Co GmbH,118,business,industry,TEXTILES_AND_CLOTHING,exact
1195,Berliner Krawattenfabrik Herz GmbH,118,business,industry,TEXTILES_AND_CLOTHING,exact
1196,Berliner Leder- und Sportbekleidungs-Fabrikation Adolf Margulis,118,business,industry,LEATHER_AND_SHOES,exact
1198,Berliner Lombard Anstalt GmbH,118,business,services,REAL_ESTATE,exact
1199,Berliner Lombard-Anstalt AG,118,business,,BANKS_AND_INSURANCE,exact
1201,Berliner Schuhvertrieb,121,business,,,exact
1203,Berliner Seifen- und Sodawerke AG,121,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
1204,Berliner Silberwarenfabrik Adolf Kander,121,business,industry,METALS_AND_METAL_GOODS,exact
1205,Berliner Tageblatt Rudolf Mosse,121,business,industry,PUBLISHING_AND_PRINTING,exact
1206,"Berliner Tapisserie-Fabrik Sprinz, Happ & Co",121,business,industry,TEXTILES_AND_CLOTHING,exact
1207,Berliner Velvetfabrik M. Mengers & Söhne AG,121,business,industry,TEXTILES_AND_CLOTHING,exact
1209,Berliner Walkextrakt- und Fettfabrik GmbH,121,business,industry,FOOD_AND_BEVERAGES,exact
1212,Berlt & Silberstein,123,business,trade,TEXTILES_AND_CLOTHING,exact
1213,Bernath Sportmoden Egon Bernath,123,business,trade,TEXTILES_AND_CLOTHING,exact
1214,Bernet & Fraenkel,123,business,trade,TEXTILES_AND_CLOTHING,exact
1215,Bernhard Ahrndsen GmbH,123,business,industry,TEXTILES_AND_CLOTHING,exact
1216,Bernhard Altmann,123,business,industry,TEXTILES_AND_CLOTHING,exact
1217,Bernhard Angreß & Co,123,business,industry,PAPER_AND_PAPER_GOODS,exact
1219,Bernhard B. Simon,123,business,industry,METALS_AND_METAL_GOODS,exact
1222,Berliner West-Drogerie Parfümerie am Zoo Apotheker Heinrich Growald,122,business,trade,CHEMICALS_AND_PHARMACEUTICALS,exact
1223,Berliner Wäschefabrik Liepmann & Rieß,122,business,industry,TEXTILES_AND_CLOTHING,exact
1224,Berliner Zinkschmelzerei Josef Ury,122,business,trade,METALS_AND_METAL_GOODS,exact
1225,Berliner Zuckerwaren & Confitüren-Fabrik Sigmund Meyersohn,122,business,industry,FOOD_AND_BEVERAGES,exact
1228,Berlinische Boden-Gesellschaft,122,business,trade,REAL_ESTATE,exact
1229,Berlinische Bodencredit-AG,122,business,trade,BANKS_AND_INSURANCE,exact
1232,Bernhard Feiler,125,business,trade,TEXTILES_AND_CLOTHING,exact
1233,Bernhard Fliegel,125,business,trade,TEXTILES_AND_CLOTHING,exact
1235,Bernhard Friedler Tabakwarengroßhandlung,125,business,trade,FOOD_AND_BEVERAGES,exact
1236,Bernhard Förster,125,business,,CONSTRUCTION,exact
1237,Bernhard Grzymisch,125,business,trade,JEWELRY_AND_PRECIOUS_METALS,exact
1239,Bernhard Hirsch Herrenkleiderfabrik,125,business,industry,TEXTILES_AND_CLOTHING,exact
1240,Bernhard Hirschowitz,125,business,trade,FURNITURE,exact
1241,Bernhard Jacobsohn,126,business,trade,TEXTILES_AND_CLOTHING,exact
1242,Bernhard Jacobus,126,business,trade,TEXTILES_AND_CLOTHING,exact
1244,Bernhard Krieger,126,business,trade,FOOD_AND_BEVERAGES,exact
1247,Bernhard Lazarus Söhne,126,business,trade,LEATHER_AND_SHOES,exact
1248,Bernhard Leon,126,business,trade,TEXTILES_AND_CLOTHING,exact
1249,Bernhard Lewy,126,business,trade,TEXTILES_AND_CLOTHING,exact
1250,Bernhard Lewy Schneider Artikel,126,business,trade,TEXTILES_AND_CLOTHING,exact
1252,Bernhard Brauer,124,business,trade,LEATHER_AND_SHOES,exact
1258,Bernhard Cohn & Comp,124,business,trade,FOOD_AND_BEVERAGES,exact
1261,Bernhard Loewenberg,127,business,,,exact
1262,Bernhard Loewenthal,127,business,trade,BANKS_AND_INSURANCE,exact
1263,Bernhard Löwinsohn,127,business,trade,TEXTILES_AND_CLOTHING,exact
1266,"Bernhard Rosenbaum, Oekonom des Logenhauses",127,business,,RESTAURANTS,exact
1267,Bernhard Rosenstein,127,business,trade,LEATHER_AND_SHOES,exact
1269,Bernhard Roth Großschlächterei,127,business,industry,FOOD_AND_BEVERAGES,exact
1270,Bernhard Roßbach,127,business,,TEXTILES_AND_CLOTHING,exact
1272,"Bernhard Schumann, Eisdiele",128,business,,,exact
1274,Bernhard Tannenbaum,128,business,trade,MACHINES_AND_VEHICLES,exact
1275,Bernhard Ungar,128,business,,TEXTILES_AND_CLOTHING,exact
1277,Bernhard Wollenberg ZN Charlottenburg,128,business,trade,CONSTRUCTION_MATERIALS_AND_FUEL,exact
1278,Bernhard Wunderlich,128,business,trade,FOOD_AND_BEVERAGES,exact
1279,Bernhard Wunderlich GmbH,128,business,trade,FOOD_AND_BEVERAGES,exact
1280,Bernhard Wyan,128,business,trade,TEXTILES_AND_CLOTHING,exact
1281,Bernhardine Rosenberg,129,business,trade,TEXTILES_AND_CLOTHING,exact
1282,Bernhardt Lippmann,129,business,,,exact
1284,Bernstein & Baer,129,business,trade,FOOD_AND_BEVERAGES,exact
1285,Bernstein & Co,129,business,trade,BANKS_AND_INSURANCE,exact
1286,Bernstein & Comp. Specialgeschäft für Nähmaschinen und Fahrräder,129,business,trade,MACHINES_AND_VEHICLES,exact
1287,Bernstein & Krause,129,business,trade,CHEMICALS_AND_PHARMACEUTICALS,exact
1289,Bernstein & Schoenberger GmbH,129,business,,,exact
1292,Berolina Lederhandel GmbH,130,business,trade,LEATHER_AND_SHOES,exact
1293,Berolinum Privat-Pflegeheilanstalt,130,business,,,exact
1294,"Beroma, Meyer's Backmassen, Fabrik GmbH",130,business,industry,FOOD_AND_BEVERAGES,exact
1295,"Berqua Fabrikation von Puderquasten und einschlägiger Luxusartikel, GmbH",130,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
1296,"Bersak, Paula",130,business,,TEXTILES_AND_CLOTHING,exact
1297,Berta Bernstein,130,business,trade,PAPER_AND_PAPER_GOODS,exact
1298,Berta Wollsteiner,130,business,,TEXTILES_AND_CLOTHING,exact
1299,Berth. Fließer,130,business,,FOOD_AND_BEVERAGES,exact
1301,Bertha Gessert,131,business,,,exact
1302,Bertha Herz,131,business,trade,FOOD_AND_BEVERAGES,exact
1303,Bertha Joachimsthal Spezial-Fabrikation für Zahnpasta und kosmetische Artikel für den tägl. Bedarf,131,business,industry,CHEMICALS_AND_PHARMACEUTICALS,exact
1305,Berthold Apelbaum,131,business,trade,BANKS_AND_INSURANCE,exact
1306,Berthold Baumgarten,131,business,trade,BANKS_AND_INSURANCE,exact
1310,"Berthold Cohn, GmbH",131,business,trade,FOOD_AND_BEVERAGES,exact
1312,Berthold Hammel,132,business,industry,TEXTILES_AND_CLOTHING,exact
1317,Berthold Levy,132,business,industry,PUBLISHING_AND_PRINTING,exact
1318,Berthold Metz,132,business,trade,FOOD_AND_BEVERAGES,exact
1319,Berthold Metzger,132,business,trade,TEXTILES_AND_CLOTHING,exact
1320,Berthold Neumann,132,business,trade,FURNITURE,exact
1321,Berthold Oppenheimer,133,business,trade,BANKS_AND_INSURANCE,exact
1323,Berthold Pommer,133,business,,FOOD_AND_BEVERAGES,exact
1325,Berthold Schweriner,133,business,trade,TEXTILES_AND_CLOTHING,exact
1326,Berthold Wreschner,133,business,trade,FURNITURE,exact
1327,Berthold Zinn,133,business,trade,FURNITURE,exact
1329,Berventulo Bewetterungs-GmbH,133,business,industry,CONSTRUCTION_MATERIALS_AND_FUEL,exact
1330,"Berventulo, Dr. Ing. Max Berlowitz",133,business,industry,ELECTRICAL_GOODS,exact
1331,Betty Vogel,136,business,industry,TEXTILES_AND_CLOTHING,exact
1335,Bewässerungsgesellschaft Palästina mbH,136,business,services,OTHER,exact
1336,"Biabag, Bau- und Industriebeteiligungs-AG",136,business,services,REAL_ESTATE,exact
1337,Bialek Schuh Dawid Bialek & Co,136,business,trade,LEATHER_AND_SHOES,exact
1338,Bialer & Co,136,business,trade,TEXTILES_AND_CLOTHING,exact
1339,Biberfeld & Meyer,136,business,trade,METALS_AND_METAL_GOODS,exact
1342,"Betty Baran, Wäsche- und Baumwollwaren engros",135,business,trade,TEXTILES_AND_CLOTHING,exact
1346,Betty Hutschnecker,135,business,,TEXTILES_AND_CLOTHING,exact
1348,Betty Leyser,135,business,,TEXTILES_AND_CLOTHING,exact
1349,Betty Rothholz,135,business,,,exact
1350,Betty Rubensohn,135,business,,FOOD_AND_BEVERAGES,exact
1351,Beton- und Tiefbau-Gesellschaft Mast mbH,134,business,,CONSTRUCTION,exact
1352,Betriebs-Revision GmbH,134,business,services,OTHER,exact
1353,Betriebsgesellschaft mbH der Carl Cohn AG,134,business,trade,TEXTILES_AND_CLOTHING,exact
1354,Betriebswerkstätte Ceo Czarlinski und Ott Fabrikation jugendlicher Kleider,134,business,industry,TEXTILES_AND_CLOTHING,exact
1355,Betriebswerkstätte Osten Wilhelm Rubinstein,134,business,trade,TEXTILES_AND_CLOTHING,exact
1356,"Bett, Simon & Co",134,business,trade,BANKS_AND_INSURANCE,exact
1357,Betten-Hühn,134,business,,FURNITURE,exact
1358,Bettenfabrik Strohmandel,134,business,,TEXTILES_AND_CLOTHING,exact
1359,Bettenhaus Georg Loewenhard,134,business,trade,FURNITURE,exact
1360,Bettenhaus Pincuss,134,business,,FURNITURE,exact
1362,Bibo & Jackier,137,business,trade,TEXTILES_AND_CLOTHING,exact
1363,"Bieber, Freundlich & Co",137,business,trade,TEXTILES_AND_CLOTHING,exact
1364,Biedermann & Mamlok,137,business,trade,TEXTILES_AND_CLOTHING,exact
1365,"Biek, Eugen",137,business,,HOUSEHOLD_GOODS,exact
1366,Bielschowsky & Hirsch,137,business,trade,FOOD_AND_BEVERAGES,exact
1367,"Bielschowsky, Erich",137,business,,BANKS_AND_INSURANCE,exact
1368,Bierhaus 3 Inh. Alfred Lipke,137,business,services,RESTAURANTS,exact
1370,"Bihag, Versicherungsbüro für Industrie, Handel und Gewerbe, Dr. Walter Mundt & Co",137,business,trade,BANKS_AND_INSURANCE,exact
1375,Bleibtreu Maier & Co,139,business,trade,BANKS_AND_INSURANCE,exact
1376,Bleichrode Heyl & Co,139,business,trade,TEXTILES_AND_CLOTHING,exact
1378,Blima Gingold,139,business,,,exact
1379,Blinden-Bürstenwerkstätte Friedenau Moritz Rosenzweig,139,business,industry,HOUSEHOLD_GOODS,exact
1380,Blindenwerkstatt Blindewa E. Langenkamp GmbH,139,business,trade,HOUSEHOLD_GOODS,exact
1381,Bildungsverein deutscher Juden,138,business,,,exact
1383,Birenhak & Mandel Herren- und Sport-Bekleidung,138,business,trade,TEXTILES_AND_CLOTHING,exact
1385,Birkle & Thomer,138,business,handicraft,PHOTOGRAPHY_AND_FILM,exact
1386,"Birnbaum, Kulik & Co, GmbH",138,business,industry,TEXTILES_AND_CLOTHING,exact
1387,Bismarck-Apotheke Inhaber Apotheker Arthur Hurtig,138,business,trade,PHARMACIES,exact
1388,"Blach, Siegfried",138,business,,,exact
1391,Blindenwerkstatt Süd-West Gebr. Goldstein,140,business,industry,HOUSEHOLD_GOODS,exact
1392,Blitz Möbel- und Warenvertrieb Max Grebler,140,business,trade,FURNITURE,exact
1394,"Bloch, Hans",140,business,,TEXTILES_AND_CLOTHING,exact
1395,Block & Simon,140,business,trade,TEXTILES_AND_CLOTHING,exact
1397,Blondine Straus,140,business,trade,TEXTILES_AND_CLOTHING,exact
1398,"Bluhm, Margarete",140,business,,BANKS_AND_INSURANCE,exact
1401,Blumenthal,142,business,,,exact
1404,Blusen Beer Erich Beer,142,business,trade,TEXTILES_AND_CLOTHING,exact
1405,Blusen-Pracht GmbH,142,business,trade,TEXTILES_AND_CLOTHING,exact
1407,Boas Weißbarth,142,business,industry,TEXTILES_AND_CLOTHING,exact
1410,"Bock, Lotte",142,business,,,exact
1413,Blumenfeld & Co GmbH,141,business,industry,TEXTILES_AND_CLOTHING,exact
1414,Blumenfeld & Feilchenfeld,141,business,industry,TEXTILES_AND_CLOTHING,exact
1416,Blumenhaus Gerson,141,business,,,exact
1418,"Blumenreich, Artur",141,business,,,exact
1420,Blumenstein,141,business,,,exact
1421,Bodengesellschaft Berlin-Lankwitz mbH,143,business,trade,REAL_ESTATE,exact
1422,Bodengesellschaft Saarbrückerstraße AG,143,business,trade,REAL_ESTATE,exact
1423,Bodenstein & Alexander,143,business,industry,TEXTILES_AND_CLOTHING,exact
1425,Boehm & Reitzenbaum,143,business,trade,BANKS_AND_INSURANCE,exact
1426,Boiler und Heizungschlangen-Reservoire Beha,143,business,handicraft,CONSTRUCTION,exact
1427,Boll & Spier,143,business,trade,TEXTILES_AND_CLOTHING,exact
1428,Bonbon u. Schokoladen-Fabrik Paul Cissarz,143,business,industry,FOOD_AND_BEVERAGES,exact
1429,Bondy & Sinasohn,143,business,trade,FOOD_AND_BEVERAGES,exact
1432,Bostanjoglo Zigaretten- und Tabakfabrik AG,145,business,trade,FOOD_AND_BEVERAGES,exact
1433,Both & Hertz,145,business,trade,TEXTILES_AND_CLOTHING,exact
1434,Bottina Schuhgesellschaft mbH,145,business,trade,LEATHER_AND_SHOES,exact
1436,"Bradt, Hirschfeld & Co",145,business,trade,TEXTILES_AND_CLOTHING,exact
1438,Bragus Handelsgesellschaft mbH,145,business,trade,CONSTRUCTION_MATERIALS_AND_FUEL,exact
1440,Brainos GmbH,145,business,trade,FOOD_AND_BEVERAGES,exact
1441,Bootshausgesellschaft Wendenschloß GmbH,144,business,,TRANSPORTATION,exact
1444,"Borchardt, Selma",144,business,,TEXTILES_AND_CLOTHING,exact
1445,Borger & Co,144,business,trade,FOOD_AND_BEVERAGES,exact
1446,Borger & Joffe,144,business,trade,TEXTILES_AND_CLOTHING,exact
1447,Boris Rensin,144,business,trade,FOOD_AND_BEVERAGES,exact
1448,Borrina Hausverwaltungsgesellschaft mbH,144,business,services,REAL_ESTATE,exact
1449,Borussia Apotheke Dr. Max Dehmel Nachfolger,144,business,trade,PHARMACIES,exact
1450,Bostanjoglo GmbH,144,business,trade,FOOD_AND_BEVERAGES,exact
1453,Brandenburgische Spargelbau- und Verwertungsgesellschaft mbH,146,business,,,exact
1455,Brandler & Borger,146,business,trade,TEXTILES_AND_CLOTHING,exact
1456,Brandler & Borger GmbH,146,business,trade,TEXTILES_AND_CLOTHING,exact
1458,Brandt & Wittig,146,business,trade,PAPER_AND_PAPER_GOODS,exact
1459,"Brandt, Rudner & Co",146,business,industry,TEXTILES_AND_CLOTHING,exact
1460,Brandus'sche Verlagsbuchhandlung Martin Brandus,146,business,industry,PUBLISHING_AND_PRINTING,exact
1461,Brenner & Nathan,148,business,trade,TEXTILES_AND_CLOTHING,exact
1462,Brennstoffvertrieb Südost (Wilhelm Urban) GmbH,148,business,trade,CONSTRUCTION_MATERIALS_AND_FUEL,exact
1464,Bresser & Apelbaum,148,business,trade,TEXTILES_AND_CLOTHING,exact
1465,Briefmarkenhandlung Julius Hirsch,148,business,trade,BOOKS_AND_ART,exact
1466,Briefumschlagfabrik Bach & Co GmbH,148,business,trade,PAPER_AND_PAPER_GOODS,exact
1467,Briese & Löpert in Liqu.,148,business,trade,TEXTILES_AND_CLOTHING,exact
1468,Brill & Cassel,148,business,trade,JEWELRY_AND_PRECIOUS_METALS,exact
1469,Brillen-Kaiser,148,business,,PHARMACIES,exact
1470,Brillling & Kortstock,148,business,trade,FOOD_AND_BEVERAGES,exact
1471,Brann & Wolff Metallwaarenfabrik,147,business,industry,METALS_AND_METAL_GOODS,exact
1474,Brauerei Friedrich Mönnig vorm. Oskar Walter,147,business,industry,FOOD_AND_BEVERAGES,exact
1475,Braun & Co,147,business,trade,BANKS_AND_INSURANCE,exact
1476,Braun & Co GmbH,147,business,trade,USED_GOODS,exact
1479,Brawas Brandenburgische Wasserspar-GmbH,147,business,handicraft,CONSTRUCTION,exact
1480,Brenn- und Baumaterialien-Handlung Wilhelm Pieckenhagen Nachfolger GmbH,147,business,trade,CONSTRUCTION_MATERIALS_AND_FUEL,exact
1481,Brunhilde Dorloff,150,business,,CONSTRUCTION_MATERIALS_AND_FUEL,exact
1484,Bruno Bernstein,150,business,,TEXTILES_AND_CLOTHING,exact
1487,Bruno Eichner,150,business,trade,JEWELRY_AND_PRECIOUS_METALS,exact
1488,Bruno Fuchs,150,business,trade,TEXTILES_AND_CLOTHING,exact
1489,Bruno Georgi,150,business,trade,ELECTRICAL_GOODS,exact
1490,Bruno Hellinger,150,business,trade,BANKS_AND_INSURANCE,exact
1491,Brinitzer & Co,149,business,industry,TEXTILES_AND_CLOTHING,exact
1492,Briske & Prohl,149,business,industry,CONSTRUCTION,exact
1498,Bronzewarenfabrik Robert Sachs,149,business,trade,METALS_AND_METAL_GOODS,exact
1499,Bruck & Loewenstein,149,business,industry,TEXTILES_AND_CLOTHING,exact
1500,Brum & Co Damenmäntel,149,business,trade,TEXTILES_AND_CLOTHING,exact
1501,"Brück, Alma",153,business,,TEXTILES_AND_CLOTHING,exact
1502,"Brückner, Lampe & Co AG",153,business,,,exact
1503,Brüder Asriel & Farchy,153,business,trade,TEXTILES_AND_CLOTHING,exact
1505,Brüder Feige,153,business,industry,TEXTILES_AND_CLOTHING,exact
1506,Brüder Samek,153,business,trade,TEXTILES_AND_CLOTHING,exact
1507,Brüder Wolff,153,business,industry,TEXTILES_AND_CLOTHING,exact
1508,Brühl & Norden,153,business,trade,TEXTILES_AND_CLOTHING,exact
1510,Brüstra Grunderwerbs-AG,153,business,services,REAL_ESTATE,exact
1511,Bruno Meyer,152,business,trade,BANKS_AND_INSURANCE,exact
1512,Bruno Neumann,152,business,trade,TEXTILES_AND_CLOTHING,exact
1513,Bruno Philippi,152,business,trade,TEXTILES_AND_CLOTHING,exact
1515,Bruno Rawack,152,business,trade,TEXTILES_AND_CLOTHING,exact
1517,Bruno Simsohn,152,business,trade,CONSTRUCTION_MATERIALS_AND_FUEL,exact
1518,Bruno Wohlgemuth,152,business,,,exact
1519,Bruno Zehden,152,business,trade,TEXTILES_AND_CLOTHING,exact
1520,"Bry, Herzberg & Co GmbH",152,business,industry,TEXTILES_AND_CLOTHING,exact
1521,Bruno Herzberg,151,business,trade,FOOD_AND_BEVERAGES,exact
1523,Bruno Juhnke Lichtspielbetriebe,151,business,services,RESTAURANTS,exact
1524,Bruno Kantorowicz,151,business,,REAL_ESTATE,exact
1526,Bruno Kuttner,151,business,trade,BANKS_AND_INSURANCE,exact
1527,Bruno Lasnitzki Schuhwaren,151,business,trade,LEATHER_AND_SHOES,exact
1530,Bruno Löwenberg,151,business,services,OTHER,exact
1531,Buchbinderei Schneebaum,154,business,,PUBLISHING_AND_PRINTING,exact
1532,Buchdruckerei Viktoria GmbH,154,business,industry,PUBLISHING_AND_PRINTING,exact
1533,Buchdruckerei Wilhelma R. Saling & Co.,154,business,industry,PUBLISHING_AND_PRINTING,exact
1534,Buchhandlung Jenny Neumann,154,business,trade,BOOKS_AND_ART,exact
1535,Buchhandlung Kedem Blumstein und Bronstein,154,business,trade,BOOKS_AND_ART,exact
1536,Buchhandlung Richard Kronheim,154,business,trade,BOOKS_AND_ART,exact
1537,Buchhandlung Rubin Maß,154,business,trade,BOOKS_AND_ART,exact
1538,Buchhandlung am Zoo Fritz Ring,154,business,trade,BOOKS_AND_ART,exact
1539,Buchladen Bayerischer Platz Benedict Lachmann Buchhandlung und Verlag,154,business,trade,BOOKS_AND_ART,exact
1540,Buchthal & Jacobson,154,business,industry,TEXTILES_AND_CLOTHING,exact
1543,Buntstoff GmbH,155,business,handicraft,TEXTILES_AND_CLOTHING,exact
1544,Burchardy & Ziegler,155,business,trade,TEXTILES_AND_CLOTHING,exact
1547,Burger & Brand,155,business,trade,TEXTILES_AND_CLOTHING,exact
1549,"Burstyn, Frea",155,business,,REAL_ESTATE,exact
1550,"Busse, Vilma",155,business,,RESTAURANTS,exact
1551,Butter Nordstern GmbH,156,business,trade,FOOD_AND_BEVERAGES,exact
1552,Byk & Ephraimson GmbH,156,business,industry,TEXTILES_AND_CLOTHING,exact
1553,Byk-Guldenwerke Chemische Fabrik AG,156,business,,,exact
1554,Béla Friedmann,156,business,trade,JEWELRY_AND_PRECIOUS_METALS,exact
1559,Böhm & Solms GmbH,156,business,industry,TEXTILES_AND_CLOTHING,exact
1560,"Böhm, Caminer & Co KG",156,business,trade,METALS_AND_METAL_GOODS,exact
1561,"Böhm, Erich",157,business,,PAPER_AND_PAPER_GOODS,exact
1562,"Böhm, Max",157,business,,LEATHER_AND_SHOES,exact
1563,Bötzow-Bräustübl GmbH,157,business,services,RESTAURANTS,exact
1566,Bürobedarfshaus Biberfeld,157,business,,,exact
1568,Bürola Gesellschaft für Büromittellieferung mbH,157,business,trade,PAPER_AND_PAPER_GOODS,exact
1569,Büromöbel Carl Bader,157,business,trade,FURNITURE,exact
1570,Büromöbel Oranien Max Hirschhorn,157,business,trade,FURNITURE,exact
1571,Büropa Bürobedarf und Papier Handelsgesellschaft mbH,158,business,trade,PAPER_AND_PAPER_GOODS,exact
1572,Büxenstein & Co,158,business,trade,TEXTILES_AND_CLOTHING,exact
1575,C. Becker & Co GmbH,158,business,trade,CONSTRUCTION_MATERIALS_AND_FUEL,exact
1576,C. Borinski & Co,158,business,trade,LEATHER_AND_SHOES,exact
1577,C. G. Strohbach,158,business,trade,TEXTILES_AND_CLOTHING,exact
1578,C. Gordon & Co,158,business,industry,TEXTILES_AND_CLOTHING,exact
1580,C. H. Kretschmar in Liquid.,158,business,trade,BANKS_AND_INSURANCE,exact
1581,C. H. Mewis,159,business,trade,TEXTILES_AND_CLOTHING,exact
1583,C. J. Quandt-Pianos-Verkaufs-GmbH,159,business,industry,FURNITURE,exact
1586,C. Marcuse & Co,159,business,trade,TEXTILES_AND_CLOTHING,exact
