id,title,address,owner,business_type,registration_info,raw_text,source_url,batch_file,startDate,endDate
business_01965,Deutsches National-Theater AG,"Am Zirkus 1, Berlin",,,,,,,1917-01-01,1934-12-31
business_01970,Diaetei Berlin Georg Cohn,"Porbststr. 14/15, Berlin",,,,,,,1915-01-01,1938-12-31
business_01983,Dichterherzog,"Dichterherzog books and art Flensburger Str.  22, Berlin",,,,,,,1900-01-01,1945-12-31
business_01995,Dipl.-Ing. Alfred Strauß,"Südwestkorso 9, Berlin",,,,,,,1919-01-01,1938-12-31
business_01996,Dipl.-Ing. M. Lossos & Co,"( Trade ) Eingetragen im Handelsregister/ Gründung 1935 Erloschen 1938 Freisinger Str. 5a,  Berlin",,,,,,,1935-01-01,1938-12-31
business_02000,Dita Stern,"Dita Stern textiles and clothing Bayreuther Str.  32, Berlin",,,,,,,1900-01-01,1945-12-31
business_01971,Diät-Friedemann,"Diät-Friedemann Bamberger Str.  5, Berlin",,,,,,,1900-01-01,1945-12-31
business_01972,Diätspeisewirtschaft Friedemann,"Diätspeisewirtschaft Friedemann Bamberger Str.  3, Berlin",,,,,,,1900-01-01,1945-12-31
business_01977,Domus Häusergesellschaft mbH,"Neue Ansbacher Str. 19, Berlin",,,,,,,1922-01-01,1938-12-31
business_02006,Doppellandhaus Dahlem GmbH,"Am Erlenbusch 4, Berlin",,,,,,,1912-01-01,1936-12-31
business_02011,Dora Wachtel,,,,,,,,1900-01-01,1945-12-31
business_02017,Dossmar,"Dossmar electrical goods Bochumer Str.  7, Berlin",,,,,,,1900-01-01,1945-12-31
business_02021,Dr. Alfred Hecht,"Alfred Hecht real estate Emser Str.  109, Berlin",,,,,,,1900-01-01,1945-12-31
business_02022,Dr. Alfred Oppenheim,"Nostizstr. 30, Berlin",,,,,,,1910-01-01,1939-12-31
business_02033,Dr. Fischer's Apotheke,"s Apotheke pharmacies Kurfürstendamm  101, Berlin",,,,,,,1900-01-01,1945-12-31
business_02035,Dr. Franz Bial & Co GmbH,"Oppenstr. 61, Berlin",,,,,,,1922-01-01,1939-12-31
business_02039,Dr. Georg Henning chemisch-pharmazeutisches Werk GmbH,"Oudenarder Str. 14/15, Berlin",,,,,,,1933-01-01,1934-12-31
business_02041,Dr. Gustav Wicke,"Industr, Berlin",,,,,,,1909-01-01,1938-12-31
business_02050,Dr. Ing. Straus & Berliner,"Dörnbergstr. 1, Berlin",,,,,,,1919-01-01,1937-12-31
business_02051,Dr. Ing. Subkis & Co Ingenieurbüro,"Elisabethufer 55, Berlin",,,,,,,1919-01-01,1941-12-31
business_02057,"Dr. Kurt Mendel, Sanatorium Mendel","Sanatorium Mendel pharmacies Jungfernstieg  14, Berlin",,,,,,,1900-01-01,1945-12-31
business_02067,Dr. Oskar u. Paula Guttmann,"Paula Guttmann Regensburger Str.  23, Berlin",,,,,,,1900-01-01,1945-12-31
business_02070,Dr. Philipp Hirsch,"Greifswalder Str. 140/141, Berlin",,,,,,,1900-01-01,1939-12-31
business_02071,Dr. Philipp Lederer,"Am Kupfergraben 4, Berlin",,,,,,,1910-01-01,1937-12-31
business_02073,Dr. Rudolf Reiß Rheumasan- u. Lenicet-Fabrik,"Leibnitzstr. 33, Berlin",,,,,,,1905-01-01,1933-12-31
business_02080,"Dr. Toni Haber, Pension Westend",,,,,,,,1900-01-01,1945-12-31
business_02087,Dr. jur. Leopold Prinz,"Leopold Prinz real estate Potsdamer Str.  1, Berlin",,,,,,,1900-01-01,1945-12-31
business_02088,Dr. jur. Max Raphael,"Max Raphael Salzburger Str.  14, Berlin",,,,,,,1900-01-01,1945-12-31
business_02089,Dr. med. Elfriede Ehrenreich,"Elfriede Ehrenreich Kurfürstendamm  43, Berlin",,,,,,,1900-01-01,1945-12-31
business_02098,Droga Herbert Josephson,"Lützower Str. 6, Berlin",,,,,,,1925-01-01,1939-12-31
business_02105,"Drogerie-Mack, Versandhaus, I. Ranges (1938)","chemicals and pharmaceuticals Kurfürstendamm  127, Berlin",,,,,,,1938-01-01,1945-12-31
business_02107,Drucker & Nagler,"Stralauer Str. 3/6, Berlin",,,,,,,1920-01-01,1940-12-31
business_02109,Druckfarben-GmbH,"Privatstraße an der Ringbahn 9, Berlin",,,,,,,1926-01-01,1938-12-31
business_02125,E. Apfeldorf,"Apfeldorf publishing and printing Schönhauser Allee  150, Berlin",,,,,,,1900-01-01,1945-12-31
business_02132,E. Braun & Co,"Unter den Linden 2, Berlin",,,,,,,1903-01-01,1939-12-31
business_02133,"E. Brinitzer, Dipl.-Ing.","real estate Holsteinische Str.  19, Berlin",,,,,,,1900-01-01,1945-12-31
business_02143,E. L. Friedmann & Co,"Unter den Linden 12, Berlin",,,,,,,1920-01-01,1936-12-31
business_02150,E. Müller & Co,"( Trade ) Eingetragen im Handelsregister/ Gründung 1934 Besitzübernahme 1938 Keine Angabe ,  Berlin",,,,,,,1934-01-01,1938-12-31
business_02175,Edgar Ritterband,,,,,,,,1900-01-01,1945-12-31
business_02178,Edith Flatow,"Edith Flatow textiles and clothing Marbacher Str.  13, Berlin",,,,,,,1900-01-01,1945-12-31
business_02180,Edith Poppelauer,"Edith Poppelauer Nahrungs- und Genussmittel Augsburger Str.  68, Berlin",,,,,,,1900-01-01,1945-12-31
business_02186,Edmund Rappaport,"Derflinger Str. 2, Berlin",,,,,,,1901-01-01,1938-12-31
business_02191,Eduard Cassel,"Eduard Cassel Davoser Str.  82, Berlin",,,,,,,1900-01-01,1945-12-31
business_02195,Eduard Glaser,"Eduard Glaser Greifswalder Str.  88, Berlin",,,,,,,1900-01-01,1945-12-31
business_02197,Eduard Growald,"Jerusalemer Str. 11/12, Berlin",,,,,,,1901-01-01,1939-12-31
business_02200,Eduard Jacobsohn,"Landwehrstr. 11, Berlin",,,,,,,1901-01-01,1943-12-31
business_02202,Eduard Lichtenstein,"Hasenheide 59, Berlin",,,,,,,1900-01-01,1938-12-31
business_02206,Eduard Pincuß,"e Frankfurter Str. 13, Berlin",,,,,,,1901-01-01,1939-12-31
business_02212,Edwin L. Hurtig,"Hurtig Kaiserallee  138, Berlin",,,,,,,1900-01-01,1945-12-31
business_02218,Egon Loewenberg,"Egon Loewenberg pharmacies Potsdamer Str.  33, Berlin",,,,,,,1900-01-01,1945-12-31
business_02221,Ehrenwerth & Schüler,"Meineckestr. 14, Berlin",,,,,,,1922-01-01,1937-12-31
business_02231,"Einkaufszentrale J. Schocken Söhne, GmbH, Zweigniederlassung Berlin","Jerusalemer Str. 65/66, Berlin",,,,,,,1920-01-01,1939-12-31
business_02235,Eisdiele Kohn,"Eisdiele Kohn Kottbusser Damm, Berlin",,,,,,,1900-01-01,1945-12-31
business_02236,Eisdiele des Westens,"Eisdiele des Westens Hohenzollerndamm  11, Berlin",,,,,,,1900-01-01,1945-12-31
business_02239,Eisen-Union AG,"Neue Ansbacher Str. 7, Berlin",,,,,,,1924-01-01,1937-12-31
business_02246,Eisladen der Senta Reibach-Ruß,"Neue Ansbacher Str. 9, Berlin",,,,,,,1900-01-01,1945-12-31
business_02265,Elias Bernstein Tabakwaren,"Prüßstr. 30, Berlin",,,,,,,1931-01-01,1939-12-31
business_02270,Elias Nossen,"Elias Nossen photography and film Weidenweg  35, Berlin",,,,,,,1900-01-01,1945-12-31
business_02271,Elias Olejer,"Elias Olejer textiles and clothing Brandenburgische Str.  19, Berlin",,,,,,,1900-01-01,1945-12-31
business_02272,Elias Ring,"Elias Ring textiles and clothing Lothringer Str.  49, Berlin",,,,,,,1900-01-01,1945-12-31
business_02278,Elisabeth Bankin,"Elisabeth Bankin textiles and clothing Kaiserallee  28, Berlin",,,,,,,1900-01-01,1945-12-31
business_02286,"Elkeles, Max","Max Berchtesgadener Str. 38, Berlin",,,,,,,1900-01-01,1945-12-31
business_02290,Ella Schwerk,"Ella Schwerk Ella Schwerk (04.06.1935) Eingetragen im Handelsregister/ Gründung 1935 ,  Berlin",,,,,,,1935-01-01,1935-12-31
business_02292,Ellen Fischer-Milch,"Milch restaurants Hohenzollerndamm  96, Berlin",,,,,,,1900-01-01,1945-12-31
business_02297,Elli Rogasinski,"Elli Rogasinski Berliner Str.  5, Berlin",,,,,,,1900-01-01,1945-12-31
business_02302,Elsa Liedke,,,,,,,,1900-01-01,1945-12-31
business_02304,Elsbeth Probst,"Elsbeth Probst textiles and clothing Lübecker Str.  25, Berlin",,,,,,,1900-01-01,1945-12-31
business_02308,Else Herzberger ( Elsa Herzberger),"textiles and clothing Pommersche Str.  7, Berlin",,,,,,,1900-01-01,1945-12-31
business_02309,Else Josephson,"Else Josephson Heilbronner Str.  26, Berlin",,,,,,,1900-01-01,1945-12-31
business_02313,Else Marcus,"Else Marcus Krefelder Str.  9, Berlin",,,,,,,1900-01-01,1945-12-31
business_02314,Else Oldendorff,"Else Oldendorff publishing and printing Heilbronner Str.  31, Berlin",,,,,,,1900-01-01,1945-12-31
business_02316,"Elwinn Lachmann, Diplom","Diplom Duisburger Str.  19, Berlin",,,,,,,1900-01-01,1945-12-31
business_02322,Emanuel Friedlaender & Comp.,"Unter den Linden 61, Berlin",,,,,,,1900-01-01,1937-12-31
business_02324,Emanuel Grausmann,"Bretschneiderstr. 5, Berlin",,,,,,,1937-01-01,1939-12-31
business_02333,Emanuel Zeller,"Alt Moabit 106, Berlin",,,,,,,1924-01-01,1941-12-31
business_02338,"Emil A. Bopst, Baugesellschaft mbH","Reichstr. 24/26, Berlin",,,,,,,1920-01-01,1938-12-31
business_02359,Emil H. Wolff,"Kottbusser Ufer 12/15, Berlin",,,,,,,1912-01-01,1941-12-31
business_02360,Emil Heinicke AG,"Saarlandstr. 72, Berlin",,,,,,,1911-01-01,1936-12-31
business_02361,Emil Henschel,"Magdeburger Str. 8, Berlin",,,,,,,1902-01-01,1936-12-31
business_02372,"Emil Köster, Deutsche Beamten-Einkaufs-AG, Zweigniederlassung Berlin","Rosenthaler Str. 39/40, Berlin",,,,,,,1926-01-01,1933-12-31
business_02388,Emil Prager,"Zentralmarkthalle Stand 49/50, Berlin",,,,,,,1922-01-01,1936-12-31
business_02399,Emil Zweigenthal,"Emil Zweigenthal pharmacies Wilmersdorfer Str.  86, Berlin",,,,,,,1900-01-01,1945-12-31
business_02402,"Emma Bette, Bud & Lachmann & Co Damen- und Kindermoden GmbH","Leipziger Str. 30/31, Berlin",,,,,,,1932-01-01,1932-12-31
business_02403,Emma Samter,"Köpenicker Str. 96/97, Berlin",,,,,,,1906-01-01,1938-12-31
business_02407,Emmy Hirschfeld,"Emmy Hirschfeld textiles and clothing Lietzenburger Str.  24, Berlin",,,,,,,1900-01-01,1945-12-31
business_02408,Emmy Rosenbaum Kosmetikfachschule,"Emmy Rosenbaum Kosmetikfachschule Lietzenburger Str.  6, Berlin",,,,,,,1900-01-01,1945-12-31
business_02414,"Engelmann, Heinz","Heinz Birkbuschgarten 11, Berlin",,,,,,,1900-01-01,1945-12-31
business_02417,Entfleckerei Lucie Herald,"Entfleckerei Lucie Herald chemicals and pharmaceuticals Sächsische Str.  9, Berlin",,,,,,,1900-01-01,1945-12-31
business_02432,Erich Boehden & Co Fabrik chemisch-pharmazeutischer Präparate GmbH,"Hindersinstr. 3, Berlin",,,,,,,1922-01-01,1939-12-31
business_02443,Erich Gottfurcht,"Erich Gottfurcht textiles and clothing Kastanienallee  22, Berlin",,,,,,,1900-01-01,1945-12-31
business_02445,Erich Hirsch Cartonagen-Fabrik Inhaber: Erich Hirsch,"Marsiliusstr. 23, Berlin",,,,,,,1905-01-01,1939-12-31
business_02449,Erich Jacoby,"Eisenacher Str. 38/39, Berlin",,,,,,,1918-01-01,1938-12-31
business_02464,Erich Rosenwald,"Erich Rosenwald construction Steinacher Str.  2, Berlin",,,,,,,1900-01-01,1945-12-31
business_02477,"Erna Barnaß, Vertreterin","Vertreterin textiles and clothing Pfalzburger Str.  3, Berlin",,,,,,,1900-01-01,1945-12-31
business_02483,"Erna Marcus, in Firma Arthur Aron","in Firma Arthur Aron chemicals and pharmaceuticals Köpenicker Str.  111, Berlin",,,,,,,1900-01-01,1945-12-31
business_02491,"Ernst Birawer, Leipziger Straße 4","Ernst Birawer, Leipziger Straße 4 ,  Berlin",,,,,,,1900-01-01,1945-12-31
business_02539,Ernst Popper,"Gollnowstr.  28, Berlin",,,,,,,1900-01-01,1945-12-31
business_02543,Ernst Schwarz- Wäscherei Spreetal,"Ernst Schwarz- Wäscherei Spreetal textiles and clothing Grünauer Str.  32, Berlin",,,,,,,1900-01-01,1945-12-31
business_02544,Ernst Schützer,"Waßmannstr. 28, Berlin",,,,,,,1920-01-01,1940-12-31
business_02554,Ernst Wilhelm Samuel,"Wilhelm Samuel textiles and clothing Akazienstr 29, Berlin",,,,,,,1900-01-01,1945-12-31
business_02564,Erwin Herrnstadt,"e Frankfurter Str. 4, Berlin",,,,,,,1933-01-01,1939-12-31
business_02569,Erwin Lindner,"Erwin Lindner construction materials and fuel Martin-Luther-Str.  15, Berlin",,,,,,,1900-01-01,1945-12-31
business_02572,Erwin Wortsmann & Co GmbH,"Babbarossastr. 49, Berlin",,,,,,,1934-01-01,1939-12-31
business_02578,Etablissement Mayer GmbH,"Prinz-Albrecht-Str. 8, Berlin",,,,,,,1925-01-01,1939-12-31
business_02579,Etel Fachler,"Etel Fachler Prenzlauer Str.  10, Berlin",,,,,,,1900-01-01,1945-12-31
business_02583,Eugen Better,"Eugen Better textiles and clothing Brandenburgische Str.  4, Berlin",,,,,,,1900-01-01,1945-12-31
business_02585,Eugen Burckhardt,"Junkerstr. 7, Berlin",,,,,,,1924-01-01,1933-12-31
business_02588,Eugen Folkmar,"Wilhelmsaue 7, Berlin",,,,,,,1930-01-01,1940-12-31
business_02593,Eugen Gumpert,"Belle-Alliance-Str. 23, Berlin",,,,,,,1926-01-01,1939-12-31
business_02598,Eugen Isacsohn,"Brunostr.  49, Berlin",,,,,,,1900-01-01,1945-12-31
business_02599,Eugen Kohn,,,,,,,,1900-01-01,1945-12-31
business_02600,Eugen Lauchheimer,"Bischofstr. 19/21, Berlin",,,,,,,1931-01-01,1939-12-31
business_02607,Eugen Rothschild,"Eugen Rothschild construction Sachsendamm  75, Berlin",,,,,,,1900-01-01,1945-12-31
business_02612,Eugen Wendriner & Sohn,,,,,,,,1936-01-01,1939-12-31
business_02615,Eugenie Liebenbaum,"Eugenie Liebenbaum Bozener Str.  9, Berlin",,,,,,,1900-01-01,1945-12-31
business_02618,Euphorion Verlag Berlin GmbH,"Grolmannstr. 1/2, Berlin",,,,,,,1922-01-01,1939-12-31
business_02622,Eva Philippsthal,"Eva Philippsthal Kaiser-Friedrich-Str.  16, Berlin",,,,,,,1900-01-01,1945-12-31
business_02623,Eva Schönberg,"Meierottstr.  6, Berlin",,,,,,,1900-01-01,1945-12-31
business_02636,Export Gasglühlicht GmbH,"Warschauer Str. 41/42, Berlin",,,,,,,1900-01-01,1940-12-31
business_02637,"Expreß, Reinigungsanstalt und Färberei Inhaberin Wilhelmine Rhonheimer","Gesellschaftsstr. 19, Berlin",,,,,,,1900-01-01,1945-12-31
business_02650,F. Klag & Co,"Alt Moabit 86, Berlin",,,,,,,1923-01-01,1939-12-31
business_02652,F. Messerer,"Messerer textiles and clothing Augsburger Str.  53, Berlin",,,,,,,1900-01-01,1945-12-31
business_02653,"F. Meyer, 1937: Martin Mayer","Gräfestr.  8, Berlin",,,,,,,1937-01-01,1945-12-31
business_02658,F. Reichelt AG vormals Contor chemischer Präparate,"Köpenicker Str. 80/82, Berlin",,,,,,,1922-01-01,1933-12-31
business_02665,F. V. Grünfeld,"Leipziger Str. 20/22, Berlin",,,,,,,1901-01-01,1938-12-31
business_02668,Fa-El-Be Fabrik elektr. Beleuchtungskörper Alfred Aronsohn,"Brandenburgstr. 27, Berlin",,,,,,,1925-01-01,1939-12-31
business_02669,"Fa. Goma, Grundstücks GmbH","Grundstücks GmbH real estate Eisenacher Str. 44, Berlin",,,,,,,1900-01-01,1945-12-31
business_02672,Fa. Ruheplatz 12 Hausverwaltungs-GmbH,"GmbH real estate Am Park 11, Berlin",,,,,,,1900-01-01,1945-12-31
business_02675,Fabian & Co Graphische Kunstanstalt GmbH,"Dresdner Str. 43, Berlin",,,,,,,1923-01-01,1939-12-31
business_02676,Fabian & Hrich,"Hrich textiles and clothing Unter den Linden 71, Berlin",,,,,,,1907-01-01,1941-12-31
business_02678,Fabrik aeth. Oele & Essenzen Ludwig Citron,"Waßmannstr. 28, Berlin",,,,,,,1910-01-01,1937-12-31
business_02695,Fahrschule Ing. Leopold,"Leopold Bamberger Str.  41, Berlin",,,,,,,1900-01-01,1945-12-31
business_02686,Familienheim,"Familienheim Konstanzer Str.  7, Berlin",,,,,,,1900-01-01,1945-12-31
business_02688,Fanny Wachsner Nachf.,"Belle-Alliance-Str. 103, Berlin",,,,,,,1913-01-01,1938-12-31
business_02689,Fanny Wasserreich,"Fanny Wasserreich Nahrungs- und Genussmittel Regensburger Str.  25, Berlin",,,,,,,1900-01-01,1945-12-31
business_02716,Feinbäckerei Grüsser,"Feinbäckerei Grüsser Nahrungs- und Genussmittel Ansbacher Str.  29, Berlin",,,,,,,1900-01-01,1945-12-31
business_02718,Feinbäckerei Wache,"Feinbäckerei Wache Nahrungs- und Genussmittel Speyerer Str.  20, Berlin",,,,,,,1900-01-01,1945-12-31
business_02719,Feinkost O. Frühauf,"Frühauf Nahrungs- und Genussmittel Innsbrucker Str.  18, Berlin",,,,,,,1900-01-01,1945-12-31
business_02720,Feinkost Pförtner,"Feinkost Pförtner Nahrungs- und Genussmittel Am Bayerischen Platz, Berlin",,,,,,,1900-01-01,1945-12-31
business_02721,Feinkost Richter,"und Genussmittel Siegmundshof  22, Berlin",,,,,,,1900-01-01,1945-12-31
business_02723,Feinkost-Meyer,"und Genussmittel Kurfürstendamm  197, Berlin",,,,,,,1900-01-01,1945-12-31
business_02728,Felix Abel,"( Trade ) Eingetragen im Handelsregister/ Gründung 1901 Erloschen 1933 Kaiserallee 45a,  Berlin",,,,,,,1901-01-01,1933-12-31
business_02741,Felix Horwitz,"Bischofstr. 23, Berlin",,,,,,,1926-01-01,1939-12-31
business_02747,Felix Karpé,"Wusterhausener Str. 16, Berlin",,,,,,,1900-01-01,1940-12-31
business_02753,Felix Oppel,"Felix Oppel Heilbronner Str.  28, Berlin",,,,,,,1900-01-01,1945-12-31
business_02754,Felix Philippson,"Leipziger Str. 110/111, Berlin",,,,,,,1924-01-01,1940-12-31
business_02770,Felsenberg,"Felsenberg Nahrungs- und Genussmittel Kaiser-Friedrich-Str.  41, Berlin",,,,,,,1900-01-01,1945-12-31
business_02771,Felske & Kantorowicz,"Siegmundshof 15, Berlin",,,,,,,1920-01-01,1937-12-31
business_02782,Ferdinand Katz,"Prenzlauer Str. 20, Berlin",,,,,,,1923-01-01,1938-12-31
business_02786,Ferdinand Weil,"Unter den Linden 39, Berlin",,,,,,,1928-01-01,1939-12-31
business_02792,Feuchtwanger & Co GmbH,"Industr, Berlin",,,,,,,1933-01-01,1938-12-31
business_02794,Feuer & Levy,"Gertraudtenstr. 18/19, Berlin",,,,,,,1921-01-01,1937-12-31
business_02795,Ficher Meilich,"Ficher Meilich Rostocker Str.  35, Berlin",,,,,,,1900-01-01,1945-12-31
business_02798,Finger's Malerei,"s Malerei Lothringer Str.  28, Berlin",,,,,,,1900-01-01,1945-12-31
business_02801,Firma Salberg,"Firma Salberg, Berlin",,,,,,,1900-01-01,1945-12-31
business_02809,Fischer-Druck GmbH,"Köpenicker Str. 48/49, Berlin",,,,,,,1923-01-01,1936-12-31
business_02813,Flatow-Ladenbau,"Flatow-Ladenbau construction Nürnberger Str.  66, Berlin",,,,,,,1900-01-01,1945-12-31
business_02821,Flora Adler,"Dresdner Str. 128, Berlin",,,,,,,1909-01-01,1938-12-31
business_02830,Forgatsch,"Forgatsch Nahrungs- und Genussmittel Badensche Str.  13, Berlin",,,,,,,1900-01-01,1945-12-31
business_02831,Formstecher & Co,"( Handicraft ) Eingetragen im Handelsregister/ Gründung 1927 Am Fehrbelliner Platz ,  Berlin",,,,,,,1927-01-01,1927-12-31
business_02832,"Forst-Apotheke, W. Blevers ( W. Rievers)","pharmacies gegenüber dem Lunapark, Berlin",,,,,,,1900-01-01,1945-12-31
business_02838,Foto-Binder GmbH,"Binder GmbH Kurfürstendamm  205, Berlin",,,,,,,1900-01-01,1945-12-31
business_02839,Fotofex-Kameras Fritz Kaftanski,"Königgrätzer Str. 82, Berlin",,,,,,,1929-01-01,1938-12-31
business_02841,Fr. Posener,"Posener Berliner Str.  84, Berlin",,,,,,,1900-01-01,1945-12-31
business_02846,"Fraenkel, Hugo","Hugo Eisenacher Str. 103, Berlin",,,,,,,1900-01-01,1945-12-31
business_02852,Frank & Neuthal,"Hollmanstr. 18, Berlin",,,,,,,1912-01-01,1938-12-31
business_02856,Frankenschwerth & Blank,"Jerusalemer Str. 65/66, Berlin",,,,,,,1894-01-01,1940-12-31
business_02859,"Frankl, Richard","Richard textiles and clothing Eisenacher Str. 58, Berlin",,,,,,,1900-01-01,1945-12-31
business_02865,"Franz Hirsch, Berlin","Berlin , Berlin",,,,,,,1900-01-01,1945-12-31
business_02869,Franz Lehmann Perser-Teppich-Großhandelsgesellschaft mbH,"Unter der Linden 34, Berlin",,,,,,,1928-01-01,1940-12-31
business_02872,Franz Markowits,"Franz Markowits textiles and clothing Jenaer Str.  1, Berlin",,,,,,,1900-01-01,1945-12-31
business_02880,Franz Rutzen u. Co. Brunnenbau u. Tiefbaugeschäft,"Kamer Str. 29, Berlin",,,,,,,1900-01-01,1940-12-31
business_02881,Franz Schweisser,"Franz Schweisser textiles and clothing Lietzenburger Str.  4, Berlin",,,,,,,1900-01-01,1945-12-31
business_02882,Franz Seeliger Buchhandlung und Antiquariat,"Nettelbeckstr. 22, Berlin",,,,,,,1909-01-01,1937-12-31
business_02888,Frederick Rozendaal,"8, Berlin",,,,,,,1917-01-01,1937-12-31
business_02892,Fremdenheim Bocke am Zoo,"Fremdenheim Bocke am Zoo Nürnberger Str.  7, Berlin",,,,,,,1900-01-01,1945-12-31
business_02895,"Freund, Lucie","Lucie textiles and clothing Bamberger Str. 27, Berlin",,,,,,,1900-01-01,1945-12-31
business_02902,Frieda Löbenstein,"Frieda Löbenstein textiles and clothing Kaiser-Friedrich-Str.  241, Berlin",,,,,,,1900-01-01,1945-12-31
business_02903,Frieda Oppenheim ( Oppenheimer),"textiles and clothing Trelleborger Str.  40, Berlin",,,,,,,1900-01-01,1945-12-31
business_02907,Frieda Taendler,"Frieda Taendler Emser Str.  39, Berlin",,,,,,,1900-01-01,1945-12-31
business_02909,Frieda Weinkeller,"Frieda Weinkeller Wilmersdorfer Str.  98, Berlin",,,,,,,1900-01-01,1945-12-31
business_02920,Friedmann & Süßkind,"Unter den Linden 15, Berlin",,,,,,,1921-01-01,1940-12-31
business_02924,Friedrich Cohn,"Lothringer Str. 60, Berlin",,,,,,,1920-01-01,1939-12-31
business_02925,Friedrich Diener,"Friedrich Diener Möbel Pariser Str.  39, Berlin",,,,,,,1900-01-01,1945-12-31
business_02938,Friedrich Zoellner GmbH,"Neuköllnische Alllee 60/74, Berlin",,,,,,,1935-01-01,1939-12-31
business_02941,Frigga-Drogerie,"Drogerie chemicals and pharmaceuticals Nürnberger Platz  1, Berlin",,,,,,,1900-01-01,1945-12-31
business_02943,Frischauer & Comp,"Schaffhausener Str. 10/11, Berlin",,,,,,,1905-01-01,1945-12-31
business_02946,Friseur Tuna,"Friseur Tuna Schönhauser Allee  166, Berlin",,,,,,,1900-01-01,1945-12-31
business_02947,Fritz Abraham Lederagenturen & Großhandel,"Meineckestr. 25, Berlin",,,,,,,1927-01-01,1938-12-31
business_02956,Fritz David,"Blumeshof 15, Berlin",,,,,,,1930-01-01,1938-12-31
business_02961,"Fritz Finkelstein, Damenmäntel","Damenmäntel Leipziger Str.  94, Berlin",,,,,,,1900-01-01,1945-12-31
business_02968,Fritz Halbers,"Fritz Halbers Nürnberger Str.  65, Berlin",,,,,,,1900-01-01,1945-12-31
business_02989,Fritz Mosse GmbH,"Bischofstr. 19/21, Berlin",,,,,,,1932-01-01,1939-12-31
business_02999,Fritz Rosenberg Werkstätte für Friedhofskunst,"Lothringenstr. 26, Berlin",,,,,,,1933-01-01,1933-12-31
business_03000,Fritz Rosenstock Gesellschaft für moderne Beleuchtungskörper mbH,"Elisabethufer 34/35, Berlin",,,,,,,1929-01-01,1938-12-31
business_03008,Fritz Vogel,"Fritz Vogel Jerusalemer Str.  30, Berlin",,,,,,,1900-01-01,1945-12-31
business_03009,Fritz Wachsmuth,"Fritz Wachsmuth Nahrungs- und Genussmittel Bayerische Str.  32, Berlin",,,,,,,1900-01-01,1945-12-31
business_03013,Fritz und Erna Zwirn,"Goszlowskistr. 19, Berlin",,,,,,,1900-01-01,1945-12-31
business_03017,"Fromm, Felix","Felix Friedrich-Franz-Str. 17, Berlin",,,,,,,1900-01-01,1945-12-31
business_03025,Fuchs & Petersdorff,"Bischofstr. 22, Berlin",,,,,,,1920-01-01,1938-12-31
business_03029,Funeralia Feibel & Wedel,"Marsiliusstr. 23, Berlin",,,,,,,1903-01-01,1939-12-31
business_03033,Fürstenbrunn GmbH,"Alter Fürstenbrunner Weg 25/32, Berlin",,,,,,,1937-01-01,1938-12-31
business_03041,"G. Fränkel (früher behördl. Dolmetscher, ehem. Prokurist)",,,,,,,,1900-01-01,1945-12-31
business_03044,"G. Knobel, Ingenieur","technische Artikel Lindower Str.  18, Berlin",,,,,,,1900-01-01,1945-12-31
business_03047,G. Loewenberg & Co,"Unter den Linden 42, Berlin",,,,,,,1900-01-01,1934-12-31
business_03049,G. Oberneck & Co,"Hoffmanndamm 31, Berlin",,,,,,,1901-01-01,1942-12-31
business_03053,"Gabler, Arnold","Arnold Bayrischer Platz 4, Berlin",,,,,,,1900-01-01,1945-12-31
business_03056,Gabriel Weinblatt,"Gabriel Weinblatt household goods Anklamer Str.  47, Berlin",,,,,,,1900-01-01,1945-12-31
business_03057,Gadiels Apotheke zum Bär Hermann Gadiel,"Berlin 
    
                                                                                          Xantener Str. 8 94, Berlin",,,,,,,1901-01-01,1937-12-31
business_03065,Garbaty Zigarrenfabrik GmbH,"Unter den Linden 60, Berlin",,,,,,,1919-01-01,1939-12-31
business_03066,Garbáty Cigarettenfabrik GmbH,"Berliner Str. 123/125, Berlin",,,,,,,1930-01-01,1936-12-31
business_03067,Garbáty Cigarettenfabrik KG,"Berliner Str. 123/125, Berlin",,,,,,,1902-01-01,1931-12-31
business_03073,Gasfernzündergesellschaft mbH,"Rominterner Str. 26, Berlin",,,,,,,1920-01-01,1938-12-31
business_03076,Ge-Ka Leiser Eliaschewitz,"Gollnowstr. 2, Berlin",,,,,,,1936-01-01,1939-12-31
business_03078,Gea's Ausstattungshaus Abrahamowicz & Gottschall,"Potsdamer Str. 129/130, Berlin",,,,,,,1935-01-01,1940-12-31
business_03081,Gebr. Arendt,"Heiligegeiststr. 17/18, Berlin",,,,,,,1920-01-01,1938-12-31
business_03083,Gebr. Auster,"Auster textiles and clothing Lothringer Str.  77, Berlin",,,,,,,1900-01-01,1945-12-31
business_03094,Gebr. D. & M. Lange,"Heiligegeiststr. 12, Berlin",,,,,,,1919-01-01,1934-12-31
business_03096,Gebr. Dannenbaum,"Bischofstr. 9, Berlin",,,,,,,1919-01-01,1939-12-31
business_03097,Gebr. Ehrenberg,"Yorkstr. 14, Berlin",,,,,,,1920-01-01,1940-12-31
business_03103,Gebr. Friedländer,"Industr, Berlin",,,,,,,1900-01-01,1938-12-31
business_03104,Gebr. Friedländer & Maaß,"Bischofstr. 6/8, Berlin",,,,,,,1901-01-01,1951-12-31
business_03110,Gebr. Gordon,"Gerichtsstr.  12, Berlin",,,,,,,1900-01-01,1945-12-31
