2025-08-15 16:17:26,532 - INFO - Starting geocoding process...
2025-08-15 16:17:26,534 - INFO - Backup created: /Users/samfrons/Desktop/storymaps/data/storymaps.json.backup_20250815_161726
2025-08-15 16:17:26,542 - INFO - Loaded 4000 entries
2025-08-15 16:17:26,542 - INFO - Found 3898 entries needing geocoding
2025-08-15 16:17:26,543 - INFO - Processing 2495 unique addresses
2025-08-15 16:40:37,214 - INFO - Updated Bankkommandite Gebrüder Oppler: (52.5000011, 13.3078481)
2025-08-15 16:40:37,214 - INFO - Processing address 702/2495: Taubenstr. 34, Berlin
2025-08-15 16:40:38,629 - INFO - Geocoded: Taubenstr. 34, Berlin -> (52.5131256, 13.3901231) confidence: 8.875486381318407e-05
2025-08-15 16:40:38,629 - INFO - Updated Bankkommandite H. Kahnheimer & Co: (52.5131256, 13.3901231)
2025-08-15 16:40:38,629 - INFO - Processing address 703/2495: Friedrichstr. 167/168, Berlin
2025-08-15 16:40:41,245 - INFO - Geocoded: Friedrichstr. 167/168, Berlin -> (52.5015293, 13.3913508) confidence: 0.4683814607413573
2025-08-15 16:40:41,245 - INFO - Updated Bankkommanditgesellschaft Wilhelm Goldberg: (52.5015293, 13.3913508)
2025-08-15 16:40:41,245 - INFO - Processing address 704/2495: Dorotheenstr. 32, Berlin
2025-08-15 16:40:42,788 - INFO - Geocoded: Dorotheenstr. 32, Berlin -> (52.5195438, 13.3958725) confidence: 0.32228022566186254
2025-08-15 16:40:42,788 - INFO - Updated Baruch Bibo: (52.5195438, 13.3958725)
2025-08-15 16:40:42,788 - INFO - Processing address 705/2495: Barnimstr. 33, Berlin
2025-08-15 16:40:44,246 - INFO - Geocoded: Barnimstr. 33, Berlin -> (52.5263681, 13.4220066) confidence: 0.05342208819714653
2025-08-15 16:40:44,247 - INFO - Updated Baruch Herbst: (52.5263681, 13.4220066)
2025-08-15 16:40:44,247 - INFO - Processing address 706/2495: 10, Berlin
2025-08-15 16:40:44,247 - WARNING - Incomplete address detected: 10, Berlin
2025-08-15 16:40:44,247 - ERROR - Failed to geocode address: 10, Berlin
2025-08-15 16:40:44,247 - INFO - Processing address 707/2495: Gollnowstr. 13, Berlin
2025-08-15 16:40:50,302 - WARNING - Failed to geocode: Gollnowstr. 13, Berlin
2025-08-15 16:40:50,304 - ERROR - Failed to geocode address: Gollnowstr. 13, Berlin
2025-08-15 16:40:50,304 - INFO - Processing address 708/2495: Flotowstr. 10, Berlin
2025-08-15 16:40:51,761 - INFO - Geocoded: Flotowstr. 10, Berlin -> (52.5166438, 13.3368647) confidence: 8.875486381318407e-05
2025-08-15 16:40:51,761 - INFO - Updated Baruch Nebenzahl: (52.5166438, 13.3368647)
2025-08-15 16:40:51,761 - INFO - Processing address 709/2495: Kochstr. 62, Berlin
2025-08-15 16:40:53,765 - INFO - Geocoded: Kochstr. 62, Berlin -> (52.4469797, 13.3807305) confidence: 0.05342208819714653
2025-08-15 16:40:53,765 - INFO - Updated Basel & Höfer: (52.44669700011159, 13.380104747267623)
2025-08-15 16:40:53,765 - INFO - Updated Benno Meyer Ledermöbel-Fabrik: (52.44725832273604, 13.380161312328045)
2025-08-15 16:40:53,765 - INFO - Updated Gebrüder Fleischer: (52.44716883194211, 13.38061325991437)
2025-08-15 16:40:53,765 - INFO - Processing address 710/2495: Herrmannstr. 256/257, Berlin
2025-08-15 16:40:56,056 - INFO - Geocoded: Herrmannstr. 256/257, Berlin -> (52.5552018, 13.5665063) confidence: 0.05342208819714653
2025-08-15 16:40:56,056 - INFO - Updated Basel & Höfer GmbH: (52.5552018, 13.5665063)
2025-08-15 16:40:56,056 - INFO - Processing address 711/2495: Prinzregentenstr. 95, Berlin
2025-08-15 16:40:57,528 - INFO - Geocoded: Prinzregentenstr. 95, Berlin -> (52.4920417, 13.3333381) confidence: 8.875486381318407e-05
2025-08-15 16:40:57,528 - INFO - Updated Bassinger & Co: (52.4920417, 13.3333381)
2025-08-15 16:40:57,528 - INFO - Processing address 712/2495: Am Sandwerder 10, Berlin
2025-08-15 16:40:58,991 - INFO - Geocoded: Am Sandwerder 10, Berlin -> (52.4231105, 13.1807306) confidence: 8.875486381318407e-05
2025-08-15 16:40:58,991 - INFO - Updated Bau- und Bodengesellschaft Wannsee mbH: (52.4231105, 13.1807306)
2025-08-15 16:40:58,991 - INFO - Processing address 713/2495: Giesebrechtstr. 12, Berlin
2025-08-15 16:41:00,440 - INFO - Geocoded: Giesebrechtstr. 12, Berlin -> (52.5015554, 13.3116669) confidence: 8.875486381318407e-05
2025-08-15 16:41:00,440 - INFO - Updated Baugeschäft Berger & Co: (52.5015554, 13.3116669)
2025-08-15 16:41:00,440 - INFO - Processing address 714/2495: 7/10, Berlin
2025-08-15 16:41:07,132 - INFO - Geocoded: 7/10, Berlin -> (52.510885, 13.3989367) confidence: 0.840425236063765
2025-08-15 16:41:07,133 - INFO - Updated Baugesellschaft Zentrum GmbH: (52.510885, 13.3989367)
2025-08-15 16:41:07,133 - INFO - Processing address 715/2495: Lindenstr. 30, Berlin
2025-08-15 16:41:10,287 - INFO - Geocoded: Lindenstr. 30, Berlin -> (52.5056414, 13.3974284) confidence: 8.875486381318407e-05
2025-08-15 16:41:10,287 - INFO - Updated Bauhandel Baumaterialien-Großhandelsgesellschaft mbH: (52.5056414, 13.3974284)
2025-08-15 16:41:10,287 - INFO - Processing address 716/2495: Kronenstr. 30/31, Berlin
2025-08-15 16:41:12,072 - INFO - Geocoded: Kronenstr. 30/31, Berlin -> (52.511386, 13.3927068) confidence: 0.05342208819714653
2025-08-15 16:41:12,072 - INFO - Updated Baum & Lowinsky: (52.51102477833673, 13.393093176360669)
2025-08-15 16:41:12,072 - INFO - Updated Cohn, Walder & Co: (52.510992103161556, 13.393111321325506)
2025-08-15 16:41:12,072 - INFO - Updated Epstein & Baruchsohn GmbH: (52.51143645055326, 13.392262120838351)
2025-08-15 16:41:12,072 - INFO - Updated Georg Segall: (52.511479606397906, 13.393349070938743)
2025-08-15 16:41:12,073 - INFO - Updated Haar & Klein: (52.51117805842883, 13.39324451556087)
2025-08-15 16:41:12,073 - INFO - Processing address 717/2495: Zimmerstr. 70, Berlin
2025-08-15 16:41:13,819 - INFO - Geocoded: Zimmerstr. 70, Berlin -> (52.5081653, 13.3982488) confidence: 0.07085170629346904
2025-08-15 16:41:13,820 - INFO - Updated Baumann & Falkenthal: (52.507803600557445, 13.398338213653664)
2025-08-15 16:41:13,821 - INFO - Updated Ernst Bernhard: (52.507875564887904, 13.398072298060642)
2025-08-15 16:41:13,821 - INFO - Processing address 718/2495: Geisbergstr. 25/26, Berlin
2025-08-15 16:41:15,749 - INFO - Geocoded: Geisbergstr. 25/26, Berlin -> (52.497056, 13.3440623) confidence: 0.05342208819714653
2025-08-15 16:41:15,751 - INFO - Updated Bavaria-Apotheke Clara Schubring: (52.497056, 13.3440623)
2025-08-15 16:41:15,751 - INFO - Processing address 719/2495: Koppenstr. 31, Berlin
2025-08-15 16:41:17,343 - INFO - Geocoded: Koppenstr. 31, Berlin -> (52.5166996, 13.4366033) confidence: 8.875486381318407e-05
2025-08-15 16:41:17,344 - INFO - Updated Befema, Berliner Feder-Matratzen-Fabrik Hermann Cohn: (52.5166996, 13.4366033)
2025-08-15 16:41:17,344 - INFO - Processing address 720/2495: Nollendorfstr. 6, Berlin
2025-08-15 16:41:18,795 - INFO - Geocoded: Nollendorfstr. 6, Berlin -> (52.4982294, 13.3549916) confidence: 8.875486381318407e-05
2025-08-15 16:41:18,796 - INFO - Updated Beha Kurt Bernstein und Leo Hahn: (52.4982294, 13.3549916)
2025-08-15 16:41:18,796 - INFO - Processing address 721/2495: Bredowstr. 49, Berlin
2025-08-15 16:41:20,529 - INFO - Geocoded: Bredowstr. 49, Berlin -> (52.5323638, 13.3400551) confidence: 0.05342208819714653
2025-08-15 16:41:20,539 - INFO - Updated Behrend, Leopold: (52.5323638, 13.3400551)
2025-08-15 16:41:20,540 - INFO - Processing address 722/2495: Pasteurstr. 15, Berlin
2025-08-15 16:41:22,894 - INFO - Geocoded: Pasteurstr. 15, Berlin -> (52.5336213, 13.433538) confidence: 8.875486381318407e-05
2025-08-15 16:41:22,895 - INFO - Updated Behrendt & Co: (52.5336213, 13.433538)
2025-08-15 16:41:22,895 - INFO - Processing address 723/2495: Rankestr. 36, Berlin
2025-08-15 16:41:24,444 - INFO - Geocoded: Rankestr. 36, Berlin -> (52.5038648, 13.3355553) confidence: 8.875486381318407e-05
2025-08-15 16:41:24,444 - INFO - Updated Behrendt & Co Immobilien und Vermietungen: (52.5038648, 13.3355553)
2025-08-15 16:41:24,444 - INFO - Processing address 724/2495: Tauentzienstr. 18, Berlin
2025-08-15 16:41:26,057 - INFO - Geocoded: Tauentzienstr. 18, Berlin -> (52.5031818, 13.3384031) confidence: 8.875486381318407e-05
2025-08-15 16:41:26,062 - INFO - Updated Behrendt GmbH: (52.50321892177946, 13.33847988974796)
2025-08-15 16:41:26,062 - INFO - Updated Damenmodehaus Stein im Hofe, GmbH: (52.502841637156884, 13.337778783438896)
2025-08-15 16:41:26,062 - INFO - Updated Damenmoden Joachim Erdmann: (52.503011641158054, 13.338963577456322)
2025-08-15 16:41:26,062 - INFO - Processing address 725/2495: Klosterstr. 45, Berlin
2025-08-15 16:41:29,542 - INFO - Geocoded: Klosterstr. 45, Berlin -> (52.5186603, 13.4113815) confidence: 0.33382026067444703
2025-08-15 16:41:29,544 - INFO - Updated Be-Ha-We Berliner Herrenwäsche Fabrikationsgesellschaft mbH: (52.518470461419824, 13.411774074740624)
2025-08-15 16:41:29,544 - INFO - Updated Gewerbefleiß Werkstätten für Massenbedarf Simon Rector: (52.5184278797291, 13.410804645660386)
2025-08-15 16:41:29,544 - INFO - Processing address 726/2495: Hauptstr.  134, Berlin
2025-08-15 16:41:32,508 - INFO - Geocoded: Hauptstr.  134, Berlin -> (52.4846695, 13.3541543) confidence: 8.875486381318407e-05
2025-08-15 16:41:32,509 - INFO - Updated Becker, Damenmoden: (52.4846695, 13.3541543)
2025-08-15 16:41:32,509 - INFO - Processing address 727/2495: Lindenstr. 69, Berlin
2025-08-15 16:41:34,696 - INFO - Geocoded: Lindenstr. 69, Berlin -> (52.5060504, 13.3969675) confidence: 8.875486381318407e-05
2025-08-15 16:41:34,696 - INFO - Updated Beckert & Lefson Graphische Anstalt GmbH: (52.50600188212944, 13.397481566994397)
2025-08-15 16:41:34,696 - INFO - Updated Franken & Ehrenstein: (52.506230465496834, 13.397269094292708)
2025-08-15 16:41:34,696 - INFO - Processing address 728/2495: Rückertstr. 5, Berlin
2025-08-15 16:41:37,322 - INFO - Geocoded: Rückertstr. 5, Berlin -> (52.5104318, 13.3030898) confidence: 8.875486381318407e-05
2025-08-15 16:41:37,326 - INFO - Updated Bedarfsartikel-Gesellschaft Bacharach & Co: (52.5104318, 13.3030898)
2025-08-15 16:41:37,326 - INFO - Processing address 729/2495: Friedrichstr. 66, Berlin
2025-08-15 16:41:39,358 - INFO - Geocoded: Friedrichstr. 66, Berlin -> (52.4556777, 13.6255686) confidence: 8.875486381318407e-05
2025-08-15 16:41:39,359 - INFO - Updated Bekleidung für Stadt und Land GmbH: (52.45528862112579, 13.625860808256073)
2025-08-15 16:41:39,359 - INFO - Updated Goldenberg & Co GmbH: (52.45578005041581, 13.626136996174216)
2025-08-15 16:41:39,359 - INFO - Processing address 730/2495: Kaiserstr. 32, Berlin
2025-08-15 16:41:41,829 - INFO - Geocoded: Kaiserstr. 32, Berlin -> (52.4219652, 13.1634863) confidence: 8.875486381318407e-05
2025-08-15 16:41:41,829 - INFO - Updated Bekleidung für Werktätige Be Ha We Wilhelm Scholem: (52.4219652, 13.1634863)
2025-08-15 16:41:41,829 - INFO - Processing address 731/2495: Chausseestr. 22/23, Berlin
2025-08-15 16:41:43,853 - INFO - Geocoded: Chausseestr. 22/23, Berlin -> (52.5314074, 13.3820146) confidence: 0.36385788403092795
2025-08-15 16:41:43,853 - INFO - Updated Bekleidungshaus B. Baer Sohn & Co GmbH: (52.5314074, 13.3820146)
2025-08-15 16:41:43,853 - INFO - Processing address 732/2495: Kurstr. 11/12, Berlin
2025-08-15 16:41:45,584 - INFO - Geocoded: Kurstr. 11/12, Berlin -> (52.5119788, 13.4022462) confidence: 0.05342208819714653
2025-08-15 16:41:45,584 - INFO - Updated Bekleidungshaus GmbH: (52.5119788, 13.4022462)
2025-08-15 16:41:45,584 - INFO - Processing address 733/2495: Kottbusser Damm 79, Berlin
2025-08-15 16:41:47,121 - INFO - Geocoded: Kottbusser Damm 79, Berlin -> (52.4913924, 13.4233919) confidence: 8.875486381318407e-05
2025-08-15 16:41:47,122 - INFO - Updated Bekleidungsvertrieb Peca Pitzela & Cash: (52.4913924, 13.4233919)
2025-08-15 16:41:47,122 - INFO - Processing address 734/2495: Königstr. 61/64, Berlin
2025-08-15 16:41:49,328 - INFO - Geocoded: Königstr. 61/64, Berlin -> (52.5182552, 13.4068157) confidence: 0.34137582715177667
2025-08-15 16:41:49,329 - INFO - Updated Bekleidungswerke AG vorm. Thalheimer und J. & S. Marx Zweigniederlassung Berlin: (52.518691273027265, 13.407219153135447)
2025-08-15 16:41:49,329 - INFO - Updated Gebr. Feisenberger: (52.51782585043839, 13.406732709151584)
2025-08-15 16:41:49,329 - INFO - Processing address 735/2495: Wassertorstr. 50, Berlin
2025-08-15 16:41:50,944 - INFO - Geocoded: Wassertorstr. 50, Berlin -> (52.499845, 13.405956) confidence: 8.875486381318407e-05
2025-08-15 16:41:50,948 - INFO - Updated Beleuchtungsgegenstände und Metallwarenfabrikation Rosenstock & Säbel: (52.49941508769433, 13.40557510452046)
2025-08-15 16:41:50,948 - INFO - Updated Bernhard Angreß & Co: (52.49991658280146, 13.405857751915102)
2025-08-15 16:41:50,948 - INFO - Processing address 736/2495: Kurfürstendamm 203, Berlin
2025-08-15 16:41:52,564 - INFO - Geocoded: Kurfürstendamm 203, Berlin -> (52.5017665, 13.3221903) confidence: 8.875486381318407e-05
2025-08-15 16:41:52,564 - INFO - Updated Beleuchtungshaus des Westens Wilhelm Philippi: (52.5017665, 13.3221903)
2025-08-15 16:41:52,564 - INFO - Processing address 737/2495: Marburgerstr.  13, Berlin
2025-08-15 16:41:54,068 - INFO - Geocoded: Marburgerstr.  13, Berlin -> (52.5023681, 13.3366208) confidence: 8.875486381318407e-05
2025-08-15 16:41:54,068 - INFO - Updated Bella Link: (52.5023681, 13.3366208)
2025-08-15 16:41:54,068 - INFO - Processing address 738/2495: Knesebeckstr. 96, Berlin
2025-08-15 16:41:55,506 - INFO - Geocoded: Knesebeckstr. 96, Berlin -> (52.5094708, 13.3232713) confidence: 8.875486381318407e-05
2025-08-15 16:41:55,506 - INFO - Updated Bellerstein & Wahren GmbH: (52.5094708, 13.3232713)
2025-08-15 16:41:55,506 - INFO - Processing address 739/2495: Drogerie chemicals and pharmaceuticals Brückenallee  17, Berlin
2025-08-15 16:42:00,811 - WARNING - Failed to geocode: Drogerie chemicals and pharmaceuticals Brückenallee  17, Berlin
2025-08-15 16:42:00,812 - ERROR - Failed to geocode address: Drogerie chemicals and pharmaceuticals Brückenallee  17, Berlin
2025-08-15 16:42:00,812 - INFO - Processing address 740/2495: Charlottenstr. 27, Berlin
2025-08-15 16:42:02,665 - INFO - Geocoded: Charlottenstr. 27, Berlin -> (52.3879667, 13.3921115) confidence: 8.875486381318407e-05
2025-08-15 16:42:02,666 - INFO - Updated Belmona Uhrenfabrik GmbH: (52.387745554879174, 13.392084159661785)
2025-08-15 16:42:02,666 - INFO - Updated Grünberg, Wolff & Co: (52.387792283047375, 13.392618767779114)
2025-08-15 16:42:02,666 - INFO - Processing address 741/2495: Friedrichstr. 23, Berlin
2025-08-15 16:42:04,480 - INFO - Geocoded: Friedrichstr. 23, Berlin -> (52.5033791, 13.3922669) confidence: 8.875486381318407e-05
2025-08-15 16:42:04,480 - INFO - Updated Ben Fett Filmproduktion und Vertrieb Inh. Benzion Fett: (52.503167162693806, 13.391708786385655)
2025-08-15 16:42:04,480 - INFO - Updated Eichenwald & Co: (52.502931723428844, 13.391947565734004)
2025-08-15 16:42:04,480 - INFO - Updated Fritz Rosenberg & Co: (52.50321832984062, 13.392699024083228)
2025-08-15 16:42:04,480 - INFO - Processing address 742/2495: 41, Berlin
2025-08-15 16:42:04,480 - WARNING - Incomplete address detected: 41, Berlin
2025-08-15 16:42:04,480 - ERROR - Failed to geocode address: 41, Berlin
2025-08-15 16:42:04,480 - INFO - Processing address 743/2495: Dörnbergstr. 1, Berlin
2025-08-15 16:42:10,457 - WARNING - Failed to geocode: Dörnbergstr. 1, Berlin
2025-08-15 16:42:10,463 - ERROR - Failed to geocode address: Dörnbergstr. 1, Berlin
2025-08-15 16:42:10,463 - INFO - Processing address 744/2495: Linkstr. 32, Berlin
2025-08-15 16:42:12,082 - INFO - Geocoded: Linkstr. 32, Berlin -> (52.5077958, 13.375353) confidence: 0.05342208819714653
2025-08-15 16:42:12,083 - INFO - Updated Bender-Immobilien Bruno Bender: (52.5077958, 13.375353)
2025-08-15 16:42:12,088 - INFO - Processing address 745/2495: Bischofstr. 19/21, Berlin
2025-08-15 16:42:18,867 - WARNING - Failed to geocode: Bischofstr. 19/21, Berlin
2025-08-15 16:42:18,880 - ERROR - Failed to geocode address: Bischofstr. 19/21, Berlin
2025-08-15 16:42:18,881 - INFO - Processing address 746/2495: Dircksenstr. 36, Berlin
2025-08-15 16:42:20,371 - INFO - Geocoded: Dircksenstr. 36, Berlin -> (52.5232322, 13.4086145) confidence: 8.875486381318407e-05
2025-08-15 16:42:20,371 - INFO - Updated Benedict Schwarzer: (52.5232322, 13.4086145)
2025-08-15 16:42:20,371 - INFO - Processing address 747/2495: 68, Berlin
2025-08-15 16:42:20,371 - WARNING - Incomplete address detected: 68, Berlin
2025-08-15 16:42:20,371 - ERROR - Failed to geocode address: 68, Berlin
2025-08-15 16:42:20,371 - INFO - Processing address 748/2495: Platz 5, Berlin
2025-08-15 16:42:23,490 - INFO - Geocoded: Platz 5, Berlin -> (52.4847678, 13.2584564) confidence: 8.875486381318407e-05
2025-08-15 16:42:23,749 - INFO - Updated Benjamin Harz: (52.485069004265426, 13.258484955497734)
2025-08-15 16:42:23,750 - INFO - Updated Eugen Rosenberg: (52.48466862157348, 13.2581858912635)
2025-08-15 16:42:23,750 - INFO - Processing address 749/2495: Waldstr. 4, Berlin
2025-08-15 16:42:27,398 - INFO - Geocoded: Waldstr. 4, Berlin -> (52.4807995, 13.5759691) confidence: 8.875486381318407e-05
2025-08-15 16:42:27,891 - INFO - Updated Benjamin Kristeller: (52.4807995, 13.5759691)
2025-08-15 16:42:28,028 - INFO - Processing address 750/2495: Fritschestr.  30, Berlin
2025-08-15 16:42:30,771 - INFO - Geocoded: Fritschestr.  30, Berlin -> (52.5116818, 13.2996583) confidence: 8.875486381318407e-05
2025-08-15 16:42:30,772 - INFO - Updated Benjamin Reicher: (52.5116818, 13.2996583)
2025-08-15 16:42:30,772 - INFO - Processing address 751/2495: Spittelmarkt 14, Berlin
2025-08-15 16:42:34,592 - INFO - Geocoded: Spittelmarkt 14, Berlin -> (52.5114089, 13.4018916) confidence: 0.33632164909184187
2025-08-15 16:42:34,887 - INFO - Updated Benjamin Wagner: (52.51126571460815, 13.401815795257692)
2025-08-15 16:42:34,887 - INFO - Updated Emil Janklowitz: (52.51174374776036, 13.401479119393077)
2025-08-15 16:42:34,887 - INFO - Processing address 752/2495: Mommsenstr.  43, Berlin
2025-08-15 16:42:37,202 - INFO - Geocoded: Mommsenstr.  43, Berlin -> (52.5033636, 13.3065034) confidence: 8.875486381318407e-05
2025-08-15 16:42:37,203 - INFO - Updated Benno Balah: (52.5033636, 13.3065034)
2025-08-15 16:42:37,203 - INFO - Processing address 753/2495: Regensburgerstr. 25, Berlin
2025-08-15 16:42:39,437 - INFO - Geocoded: Regensburgerstr. 25, Berlin -> (52.4958837, 13.3340828) confidence: 8.875486381318407e-05
2025-08-15 16:42:39,437 - INFO - Updated Benno Belgard: (52.4958837, 13.3340828)
2025-08-15 16:42:39,437 - INFO - Processing address 754/2495: Sebastianstr. 34, Berlin
2025-08-15 16:42:41,117 - INFO - Geocoded: Sebastianstr. 34, Berlin -> (52.5089041, 13.4096886) confidence: 8.875486381318407e-05
2025-08-15 16:42:41,274 - INFO - Updated Benno Citroen: (52.5089041, 13.4096886)
2025-08-15 16:42:41,274 - INFO - Processing address 755/2495: Kommandantenstr. 36, Berlin
2025-08-15 16:42:43,395 - INFO - Geocoded: Kommandantenstr. 36, Berlin -> (52.4377236, 13.2931855) confidence: 0.05342208819714653
2025-08-15 16:42:43,418 - INFO - Updated Benno Eisenstädt: (52.4377236, 13.2931855)
2025-08-15 16:42:43,562 - INFO - Processing address 756/2495: Monbijouplatz 3, Berlin
2025-08-15 16:42:45,925 - INFO - Geocoded: Monbijouplatz 3, Berlin -> (52.5231631, 13.3994034) confidence: 8.875486381318407e-05
2025-08-15 16:42:45,930 - INFO - Updated Benno Fiegel AG: (52.5231649155362, 13.399535750085787)
2025-08-15 16:42:45,930 - INFO - Updated Emil Lipmann: (52.52360610308768, 13.399226065056478)
2025-08-15 16:42:45,930 - INFO - Processing address 757/2495: Alexandrinenstr. 43, Berlin
2025-08-15 16:42:48,877 - INFO - Geocoded: Alexandrinenstr. 43, Berlin -> (52.5055424, 13.4071636) confidence: 8.875486381318407e-05
2025-08-15 16:42:48,989 - INFO - Updated Benno Forchheimer: (52.5055424, 13.4071636)
2025-08-15 16:42:49,065 - INFO - Processing address 758/2495: Klosterstr. 98, Berlin
2025-08-15 16:42:51,929 - INFO - Geocoded: Klosterstr. 98, Berlin -> (52.5186603, 13.4113815) confidence: 0.33382026067444703
2025-08-15 16:42:51,933 - INFO - Updated Benno Gleitzmann: (52.5186603, 13.4113815)
2025-08-15 16:42:51,933 - INFO - Processing address 759/2495: Winsstr. 16, Berlin
2025-08-15 16:42:53,977 - INFO - Geocoded: Winsstr. 16, Berlin -> (52.5335677, 13.4252286) confidence: 8.875486381318407e-05
2025-08-15 16:42:53,978 - INFO - Updated Benno Huldschinsky: (52.5335677, 13.4252286)
2025-08-15 16:42:53,978 - INFO - Processing address 760/2495: Lottumstr. 25, Berlin
2025-08-15 16:42:55,606 - INFO - Geocoded: Lottumstr. 25, Berlin -> (52.530178, 13.4086786) confidence: 8.875486381318407e-05
2025-08-15 16:42:55,619 - INFO - Updated Benno Kahn Fleisch- und Wurstwaren engros: (52.530178, 13.4086786)
2025-08-15 16:42:55,620 - INFO - Processing address 761/2495: Brunnenstr.  158, Berlin
2025-08-15 16:42:57,683 - INFO - Geocoded: Brunnenstr.  158, Berlin -> (52.5351896, 13.3976464) confidence: 8.875486381318407e-05
2025-08-15 16:42:57,691 - INFO - Updated Benno Lachmann: (52.5351896, 13.3976464)
2025-08-15 16:42:57,691 - INFO - Processing address 762/2495: Heidestr. 14, Berlin
2025-08-15 16:42:59,554 - INFO - Geocoded: Heidestr. 14, Berlin -> (52.5318526, 13.3673022) confidence: 8.875486381318407e-05
2025-08-15 16:42:59,554 - INFO - Updated Benno Laskowicz: (52.5318526, 13.3673022)
2025-08-15 16:42:59,554 - INFO - Processing address 763/2495: 87, Berlin
2025-08-15 16:42:59,554 - WARNING - Incomplete address detected: 87, Berlin
2025-08-15 16:42:59,554 - ERROR - Failed to geocode address: 87, Berlin
2025-08-15 16:42:59,554 - INFO - Processing address 764/2495: Friedrichstr. 1, Berlin
2025-08-15 16:43:01,447 - INFO - Geocoded: Friedrichstr. 1, Berlin -> (52.5000125, 13.3919597) confidence: 8.875486381318407e-05
2025-08-15 16:43:01,493 - INFO - Updated Benno Lobsenzer: (52.5001595826536, 13.392593179750877)
2025-08-15 16:43:01,498 - INFO - Updated Grünauer Apotheke und Drogerie Apotheker Max Salinger: (52.499662586885016, 13.391695017830894)
2025-08-15 16:43:01,498 - INFO - Processing address 765/2495: Heiliggeiststr.  39, Berlin
2025-08-15 16:43:07,878 - WARNING - Failed to geocode: Heiliggeiststr.  39, Berlin
2025-08-15 16:43:07,883 - ERROR - Failed to geocode address: Heiliggeiststr.  39, Berlin
2025-08-15 16:43:07,890 - INFO - Processing address 766/2495: Fasanenstr. 58, Berlin
2025-08-15 16:43:09,560 - INFO - Geocoded: Fasanenstr. 58, Berlin -> (52.4970126, 13.327191) confidence: 8.875486381318407e-05
2025-08-15 16:43:09,560 - INFO - Updated Benno Mendel: (52.49671188898775, 13.32735843471049)
2025-08-15 16:43:09,560 - INFO - Updated Dagobert Lisser: (52.497196112021776, 13.32766384220295)
2025-08-15 16:43:09,560 - INFO - Processing address 767/2495: Spittelmarkt 11, Berlin
2025-08-15 16:43:11,313 - INFO - Geocoded: Spittelmarkt 11, Berlin -> (52.5119208, 13.4017647) confidence: 8.875486381318407e-05
2025-08-15 16:43:11,313 - INFO - Updated Benno Menschel: (52.51172265561907, 13.40134020304485)
2025-08-15 16:43:11,314 - INFO - Updated C. H. Mewis: (52.51227779176305, 13.401218269424131)
2025-08-15 16:43:11,314 - INFO - Updated Gebr. Besas GmbH: (52.51170250601509, 13.402403160772097)
2025-08-15 16:43:11,314 - INFO - Processing address 768/2495: Wallstr. 11/12, Berlin
2025-08-15 16:43:13,460 - INFO - Geocoded: Wallstr. 11/12, Berlin -> (52.5114345, 13.5866158) confidence: 0.05342208819714653
2025-08-15 16:43:13,460 - INFO - Updated Benno Nordon: (52.5114345, 13.5866158)
2025-08-15 16:43:13,460 - INFO - Processing address 769/2495: Dahlmannstr.  27, Berlin
2025-08-15 16:43:14,908 - INFO - Geocoded: Dahlmannstr.  27, Berlin -> (52.5021997, 13.3040557) confidence: 8.875486381318407e-05
2025-08-15 16:43:14,908 - INFO - Updated Benno Putziger: (52.5021997, 13.3040557)
2025-08-15 16:43:14,908 - INFO - Processing address 770/2495: Lutherplatz 3, Berlin
2025-08-15 16:43:16,377 - INFO - Geocoded: Lutherplatz 3, Berlin -> (52.5483005, 13.2045423) confidence: 0.2548236191516143
2025-08-15 16:43:16,377 - INFO - Updated Benno Salomon: (52.5483005, 13.2045423)
2025-08-15 16:43:16,377 - INFO - Processing address 771/2495: Meierettostr. 6, Berlin
2025-08-15 16:43:21,756 - WARNING - Failed to geocode: Meierettostr. 6, Berlin
2025-08-15 16:43:21,756 - ERROR - Failed to geocode address: Meierettostr. 6, Berlin
2025-08-15 16:43:21,756 - INFO - Processing address 772/2495: 132, Berlin
2025-08-15 16:43:21,756 - WARNING - Incomplete address detected: 132, Berlin
2025-08-15 16:43:21,757 - ERROR - Failed to geocode address: 132, Berlin
2025-08-15 16:43:21,757 - INFO - Processing address 773/2495: Hardenbergstr. 39, Berlin
2025-08-15 16:43:23,517 - INFO - Geocoded: Hardenbergstr. 39, Berlin -> (52.5060421, 13.3325356) confidence: 0.3410509297273993
2025-08-15 16:43:23,517 - INFO - Updated Benno Silber & Co: (52.5060421, 13.3325356)
2025-08-15 16:43:23,517 - INFO - Processing address 774/2495: Heiligegeiststr. 22, Berlin
2025-08-15 16:43:29,656 - WARNING - Failed to geocode: Heiligegeiststr. 22, Berlin
2025-08-15 16:43:29,657 - ERROR - Failed to geocode address: Heiligegeiststr. 22, Berlin
2025-08-15 16:43:29,657 - INFO - Processing address 775/2495: Jägerstr. 59/60, Berlin
2025-08-15 16:43:31,765 - INFO - Geocoded: Jägerstr. 59/60, Berlin -> (52.5141757, 13.3950701) confidence: 0.2963484801355436
2025-08-15 16:43:31,766 - INFO - Updated Benno Stahl & Sohn: (52.5141757, 13.3950701)
2025-08-15 16:43:31,766 - INFO - Processing address 776/2495: Gleimstr. 53, Berlin
